Id	TaskSort	Level	Quality	Unnamed: 4	Title	Icon	TaskTypeId	Remarks	RemarksMeta	GoalNum	RewardIds	RewardWeigth	Weight	SortValue	GameType	StageId	Stage	Unnamed: 18	Unnamed: 19	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24
10102	2	#	1	2	collect_task_title	set:task_and_shop.json image:collect_block	101	12	0	3	200004#2400006#15500002#26500008#26600001#17100003	1#1#1#1#1#1	57	117	#	1	2#5	收集	沙子	收集方块	收集3个沙子	200004#2400006#15500002#26500008#26600001#17100003	1#1#1#1#1#1	
10103	2	#	1	3	collect_task_title	set:task_and_shop.json image:collect_block	101	4	0	5	200004#2400006#15500002#26500008#26600001#17100003	1#1#1#1#1#1	57	118	#	1	2#5	收集	圆石	收集方块	收集5个圆石	200004#2400006#15500002#26500008#26600001#17100003	1#1#1#1#1#1	
10104	2	#	1	4	collect_task_title	set:task_and_shop.json image:collect_block	101	263	0	2	200004#2400006#15500002#26500008#26600001#17100003	1#1#1#1#1#1	57	119	#	1	2#5	收集	煤炭	收集方块	收集2个煤炭	200004#2400006#15500002#26500008#26600001#17100003	1#1#1#1#1#1	
10105	2	#	1	5	collect_task_title	set:task_and_shop.json image:collect_block	101	98	0	2	200004#2400006#15500002#26500008#26600001#17100003	1#1#1#1#1#1	57	120	#	1	2#5	收集	石砖	收集方块	收集2个石砖	200004#2400006#15500002#26500008#26600001#17100003	1#1#1#1#1#1	
10106	2	#	1	6	create_task_title	set:task_and_shop.json image:crafting	102	67	0	2	200004#2400006#15500002#26500008#26600001#17100003	1#1#1#1#1#1	57	121	#	1	2#5	合成	圆石楼梯	合成	合成2个圆石楼梯	200004#2400006#15500002#26500008#26600001#17100003	1#1#1#1#1#1	
10107	2	#	1	7	create_task_title	set:task_and_shop.json image:crafting	102	44	0	4	200004#2400006#15500002#26500008#26600001#17100003	1#1#1#1#1#1	57	122	#	1	2#5	合成	圆石板	合成	合成4个圆石板	200004#2400006#15500002#26500008#26600001#17100003	1#1#1#1#1#1	
10201	2	#	2	1	collect_task_title	set:task_and_shop.json image:collect_food	101	2295	0	4	200006#2400008#26500012#26600002#17100004	1#1#1#1#1	48	123	#	1	2#5	收集	玉米	收集农作物	收集4个玉米	200006#2400008#26500012#26600002#17100004	1#1#1#1#1	
10202	2	#	2	2	collect_task_title	set:task_and_shop.json image:collect_food	101	2298	0	4	200006#2400008#26500012#26600002#17100004	1#1#1#1#1	48	124	#	1	2#5	收集	小麦	收集农作物	收集4个小麦	200006#2400008#26500012#26600002#17100004	1#1#1#1#1	
10203	2	#	2	3	up_product_level_task_title	set:task_and_shop.json image:product_level	110	0	0	1	200006#2400008#26500012#26600002#17100004	1#1#1#1#1	48	125	#	1	2#5	升级矿机		升级矿机	将任意矿机等级提升一级	200006#2400008#26500012#26600002#17100004	1#1#1#1#1	
10204	2	#	2	4	plante_tree_task_title	set:task_and_shop.json image:plante_tree	105	6	0	2	200006#2400008#26500012#26600002#17100004	1#1#1#1#1	48	126	#	1	2#5	种树	橡树苗	种树	种植2棵橡树苗	200006#2400008#26500012#26600002#17100004	1#1#1#1#1	
10205	2	#	2	5	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	200006#2400008#26500012#26600002#17100004	1#1#1#1#1	190	127	#	1	2#5	看广告		看广告	观看一则广告，轻松获取奖励	200006#2400008#26500012#26600002#17100004	1#1#1#1#1	
10301	2	#	3	1	collect_task_title	set:task_and_shop.json image:collect_block	101	2	0	2	200010#2400015#15500004#26500021#17100007	1#1#1#1#1	23	128	#	1	2#5	收集	草方块	收集方块	收集2个草方块	200010#2400015#15500004#26500021#17100007	1#1#1#1#1	
10302	2	#	3	2	collect_task_title	set:task_and_shop.json image:collect_tool	101	274	0	1	200010#2400015#15500004#26500021#17100007	1#1#1#1#1	23	129	#	1	2#5	收集	石镐	收集工具	收集1个石镐	200010#2400015#15500004#26500021#17100007	1#1#1#1#1	
10303	2	#	3	3	create_task_title	set:task_and_shop.json image:crafting	102	126	0	3	200010#2400015#15500004#26500021#17100007	1#1#1#1#1	23	130	#	1	2#5	合成	单层橡木板	合成	合成3个单层橡木板	200010#2400015#15500004#26500021#17100007	1#1#1#1#1	
10304	2	#	3	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	200010#2400015#15500004#26500021#17100007	1#1#1#1#1	50	131	#	1	2#5	看广告		看广告	观看一则广告，轻松获取奖励	200010#2400015#15500004#26500021#17100007	1#1#1#1#1	
10401	2	#	4	1	collect_task_title	set:task_and_shop.json image:collect_block	101	17	0	3	200016#2400023#15500006#26500033#26600005#17100011	1#1#1#1#1#1	20	132	#	1	2#5	收集	橡树原木	收集方块	收集3个橡树原木	200016#2400023#15500006#26500033#26600005#17100011	1#1#1#1#1#1	
10402	2	#	4	2	create_task_title	set:task_and_shop.json image:crafting	102	44	0	3	200016#2400023#15500006#26500033#26600005#17100011	1#1#1#1#1#1	20	133	#	1	2#5	合成	石砖板	合成	合成3个石砖板	200016#2400023#15500006#26500033#26600005#17100011	1#1#1#1#1#1	
10403	2	#	4	3	create_task_title	set:task_and_shop.json image:crafting	102	53	0	3	200016#2400023#15500006#26500033#26600005#17100011	1#1#1#1#1#1	20	134	#	1	2#5	合成	橡木楼梯	合成	合成3个橡木楼梯	200016#2400023#15500006#26500033#26600005#17100011	1#1#1#1#1#1	
10404	2	#	4	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	200016#2400023#15500006#26500033#26600005#17100011	1#1#1#1#1#1	40	135	#	1	2#5	看广告		看广告	观看一则广告，轻松获取奖励	200016#2400023#15500006#26500033#26600005#17100011	1#1#1#1#1#1	
20101	2	#	1	1	collect_task_title	set:task_and_shop.json image:collect_block	101	20	0	2	200009#2400013#15500003#26500018#26600003#17100006	1#1#1#1#1#1	57	140	#	2	6#10	收集	玻璃	收集方块	收集2个玻璃	200009#2400013#15500003#26500018#26600003#17100006	1#1#1#1#1#1	
20102	2	#	1	2	collect_task_title	set:task_and_shop.json image:collect_block	101	12	0	3	200009#2400013#15500003#26500018#26600003#17100006	1#1#1#1#1#1	57	141	#	2	6#10	收集	沙子	收集方块	收集3个沙子	200009#2400013#15500003#26500018#26600003#17100006	1#1#1#1#1#1	
20103	2	#	1	3	collect_task_title	set:task_and_shop.json image:collect_block	101	4	0	5	200009#2400013#15500003#26500018#26600003#17100006	1#1#1#1#1#1	57	142	#	2	6#10	收集	圆石	收集方块	收集5个圆石	200009#2400013#15500003#26500018#26600003#17100006	1#1#1#1#1#1	
20104	2	#	1	4	collect_task_title	set:task_and_shop.json image:collect_block	101	263	0	2	200009#2400013#15500003#26500018#26600003#17100006	1#1#1#1#1#1	57	143	#	2	6#10	收集	煤炭	收集方块	收集2个煤炭	200009#2400013#15500003#26500018#26600003#17100006	1#1#1#1#1#1	
20105	2	#	1	5	collect_task_title	set:task_and_shop.json image:collect_block	101	98	0	2	200009#2400013#15500003#26500018#26600003#17100006	1#1#1#1#1#1	57	144	#	2	6#10	收集	石砖	收集方块	收集2个石砖	200009#2400013#15500003#26500018#26600003#17100006	1#1#1#1#1#1	
20106	2	#	1	6	create_task_title	set:task_and_shop.json image:crafting	102	67	0	2	200009#2400013#15500003#26500018#26600003#17100006	1#1#1#1#1#1	57	145	#	2	6#10	合成	圆石楼梯	合成	合成2个圆石楼梯	200009#2400013#15500003#26500018#26600003#17100006	1#1#1#1#1#1	
20107	2	#	1	7	create_task_title	set:task_and_shop.json image:crafting	102	44	0	4	200009#2400013#15500003#26500018#26600003#17100006	1#1#1#1#1#1	57	146	#	2	6#10	合成	圆石板	合成	合成4个圆石板	200009#2400013#15500003#26500018#26600003#17100006	1#1#1#1#1#1	
20201	2	#	2	1	collect_task_title	set:task_and_shop.json image:collect_food	101	2295	0	4	200012#2400018#15500005#26500025#26600004#17100008	1#1#1#1#1#1	48	147	#	2	6#10	收集	玉米	收集农作物	收集4个玉米	200012#2400018#15500005#26500025#26600004#17100008	1#1#1#1#1#1	
20202	2	#	2	2	collect_task_title	set:task_and_shop.json image:collect_food	101	2298	0	4	200012#2400018#15500005#26500025#26600004#17100008	1#1#1#1#1#1	48	148	#	2	6#10	收集	小麦	收集农作物	收集4个小麦	200012#2400018#15500005#26500025#26600004#17100008	1#1#1#1#1#1	
20203	2	#	2	3	up_product_level_task_title	set:task_and_shop.json image:product_level	110	0	0	1	200012#2400018#15500005#26500025#26600004#17100008	1#1#1#1#1#1	48	149	#	2	6#10	升级矿机		升级矿机	将任意矿机等级提升一级	200012#2400018#15500005#26500025#26600004#17100008	1#1#1#1#1#1	
20204	2	#	2	4	plante_tree_task_title	set:task_and_shop.json image:plante_tree	105	6	0	2	200012#2400018#15500005#26500025#26600004#17100008	1#1#1#1#1#1	48	150	#	2	6#10	种树	橡树苗	种树	种植2棵橡树苗	200012#2400018#15500005#26500025#26600004#17100008	1#1#1#1#1#1	
20205	2	#	2	5	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	200012#2400018#15500005#26500025#26600004#17100008	1#1#1#1#1#1	190	151	#	2	6#10	看广告		看广告	观看一则广告，轻松获取奖励	200012#2400018#15500005#26500025#26600004#17100008	1#1#1#1#1#1	
20301	2	#	3	1	collect_task_title	set:task_and_shop.json image:collect_block	101	2	0	2	200022#2400032#15500009#26500045#26600007#17100015	1#1#1#1#1#1	23	152	#	2	6#10	收集	草方块	收集方块	收集2个草方块	200022#2400032#15500009#26500045#26600007#17100015	1#1#1#1#1#1	
20302	2	#	3	2	collect_task_title	set:task_and_shop.json image:collect_tool	101	274	0	1	200022#2400032#15500009#26500045#26600007#17100015	1#1#1#1#1#1	23	153	#	2	6#10	收集	石镐	收集工具	收集1个石镐	200022#2400032#15500009#26500045#26600007#17100015	1#1#1#1#1#1	
20303	2	#	3	3	create_task_title	set:task_and_shop.json image:crafting	102	126	0	3	200022#2400032#15500009#26500045#26600007#17100015	1#1#1#1#1#1	23	154	#	2	6#10	合成	单层橡木板	合成	合成3个单层橡木板	200022#2400032#15500009#26500045#26600007#17100015	1#1#1#1#1#1	
20304	2	#	3	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	200022#2400032#15500009#26500045#26600007#17100015	1#1#1#1#1#1	50	155	#	2	6#10	看广告		看广告	观看一则广告，轻松获取奖励	200022#2400032#15500009#26500045#26600007#17100015	1#1#1#1#1#1	
20401	2	#	4	1	collect_task_title	set:task_and_shop.json image:collect_block	101	17	0	3	200034#2400049#15500013#26600011#40900004#17100024	1#1#1#1#1#1	20	156	#	2	6#10	收集	橡树原木	收集方块	收集3个橡树原木	200034#2400049#15500013#26600011#40900004#17100024	1#1#1#1#1#1	
20402	2	#	4	2	create_task_title	set:task_and_shop.json image:crafting	102	44	0	3	200034#2400049#15500013#26600011#40900004#17100024	1#1#1#1#1#1	20	157	#	2	6#10	合成	石砖板	合成	合成3个石砖板	200034#2400049#15500013#26600011#40900004#17100024	1#1#1#1#1#1	
20403	2	#	4	3	create_task_title	set:task_and_shop.json image:crafting	102	53	0	3	200034#2400049#15500013#26600011#40900004#17100024	1#1#1#1#1#1	20	158	#	2	6#10	合成	橡木楼梯	合成	合成3个橡木楼梯	200034#2400049#15500013#26600011#40900004#17100024	1#1#1#1#1#1	
20404	2	#	4	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	200034#2400049#15500013#26600011#40900004#17100024	1#1#1#1#1#1	40	159	#	2	6#10	看广告		看广告	观看一则广告，轻松获取奖励	200034#2400049#15500013#26600011#40900004#17100024	1#1#1#1#1#1	
30101	2	#	1	1	create_task_title	set:task_and_shop.json image:crafting	102	65	0	2	200019#2400027#15500007#26500038#26600006#17100013	1#1#1#1#1#1	57	164	#	3	11#16	合成	梯子	合成	合成2个梯子	200019#2400027#15500007#26500038#26600006#17100013	1#1#1#1#1#1	
30102	2	#	1	2	create_task_title	set:task_and_shop.json image:crafting	102	50	0	2	200019#2400027#15500007#26500038#26600006#17100013	1#1#1#1#1#1	57	165	#	3	11#16	合成	火把	合成	合成2个火把	200019#2400027#15500007#26500038#26600006#17100013	1#1#1#1#1#1	
30103	2	#	1	3	collect_task_title	set:task_and_shop.json image:collect_block	101	2	0	4	200019#2400027#15500007#26500038#26600006#17100013	1#1#1#1#1#1	57	166	#	3	11#16	收集	草方块	收集方块	收集4个草方块	200019#2400027#15500007#26500038#26600006#17100013	1#1#1#1#1#1	
30104	2	#	1	4	collect_task_title	set:task_and_shop.json image:collect_block	101	20	0	4	200019#2400027#15500007#26500038#26600006#17100013	1#1#1#1#1#1	57	167	#	3	11#16	收集	玻璃	收集方块	收集4个玻璃	200019#2400027#15500007#26500038#26600006#17100013	1#1#1#1#1#1	
30105	2	#	1	5	create_task_title	set:task_and_shop.json image:crafting	102	44	0	4	200019#2400027#15500007#26500038#26600006#17100013	1#1#1#1#1#1	57	168	#	3	11#16	合成	砂石板	合成	合成4个砂石板	200019#2400027#15500007#26500038#26600006#17100013	1#1#1#1#1#1	
30106	2	#	1	6	plante_tree_task_title	set:task_and_shop.json image:plante_tree	105	6	0	3	200019#2400027#15500007#26500038#26600006#17100013	1#1#1#1#1#1	57	169	#	3	11#16	种树	白桦树苗	种树	种植3棵白桦树苗	200019#2400027#15500007#26500038#26600006#17100013	1#1#1#1#1#1	
30107	2	#	1	7	collect_task_title	set:task_and_shop.json image:collect_food	101	647	0	10	200019#2400027#15500007#26500038#26600006#17100013	1#1#1#1#1#1	57	170	#	3	11#16	收集	胡萝卜	收集农作物	收集10个胡萝卜	200019#2400027#15500007#26500038#26600006#17100013	1#1#1#1#1#1	
30201	2	#	2	1	create_task_title	set:task_and_shop.json image:crafting	102	171	0	2	200026#2400038#15500010#26500053#26600008#17100018	1#1#1#1#1#1	48	171	#	3	11#16	合成	白色地毯	合成	合成2个白色地毯	200026#2400038#15500010#26500053#26600008#17100018	1#1#1#1#1#1	
30202	2	#	2	2	create_task_title	set:task_and_shop.json image:crafting	102	128	0	2	200026#2400038#15500010#26500053#26600008#17100018	1#1#1#1#1#1	48	172	#	3	11#16	合成	砂石楼梯	合成	合成2个砂石楼梯	200026#2400038#15500010#26500053#26600008#17100018	1#1#1#1#1#1	
30203	2	#	2	3	kill_player_task_title	set:task_and_shop.json image:kill_player	112	0	0	1	200026#2400038#15500010#26500053#26600008#17100018	1#1#1#1#1#1	48	173	#	3	11#16	PVP		PVP	在矿区击败1个玩家	200026#2400038#15500010#26500053#26600008#17100018	1#1#1#1#1#1	
30204	2	#	2	4	up_product_level_task_title	set:task_and_shop.json image:product_level	110	0	0	1	200026#2400038#15500010#26500053#26600008#17100018	1#1#1#1#1#1	48	174	#	3	11#16	升级矿机		升级矿机	将任意矿机等级提升一级	200026#2400038#15500010#26500053#26600008#17100018	1#1#1#1#1#1	
30205	2	#	2	5	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	200026#2400038#15500010#26500053#26600008#17100018	1#1#1#1#1#1	190	175	#	3	11#16	看广告		看广告	观看一则广告，轻松获取奖励	200026#2400038#15500010#26500053#26600008#17100018	1#1#1#1#1#1	
30301	2	#	3	1	create_task_title	set:task_and_shop.json image:crafting	102	44	0	3	200047#15500018#26600015#40900005#17100032	1#1#1#1#1	23	176	#	3	11#16	合成	石英板	合成	合成3个石英板	200047#15500018#26600015#40900005#17100032	1#1#1#1#1	
30302	2	#	3	2	collect_task_title	set:task_and_shop.json image:collect_block	101	87	0	2	200047#15500018#26600015#40900005#17100032	1#1#1#1#1	23	177	#	3	11#16	收集	地狱岩	收集方块	收集2个地狱岩	200047#15500018#26600015#40900005#17100032	1#1#1#1#1	
30303	2	#	3	3	kill_monster_task_title0	set:task_and_shop.json image:kill_monster	108	4001	0	3	200047#15500018#26600015#40900005#17100032	1#1#1#1#1	23	178	#	3	11#16	杀怪	恶魂	杀怪	在矿区击杀3个恶魂	200047#15500018#26600015#40900005#17100032	1#1#1#1#1	
30304	2	#	3	4	look_ad_task_title	set:task_and_shop.json image:look_ad	107	0	0	1	200047#15500018#26600015#40900005#17100032	1#1#1#1#1	50	179	#	3	11#16	看广告		看广告	观看一则广告，轻松获取奖励	200047#15500018#26600015#40900005#17100032	1#1#1#1#1	
30401	2	#	4	1	kill_player_task_title	set:task_and_shop.json image:kill_player	112	0	0	1	15500029#4500006#26600024#40900008#17100050#11200004#26400005	1#1#1#1#1#1#1	20	180	#	3	11#16	PVP		PVP	在矿区击败1个玩家	15500029#4500006#26600024#40900008#17100050#11200004#26400005	1#1#1#1#1#1#1	
30402	2	#	4	2	kill_monster_task_title2	set:task_and_shop.json image:kill_monster	108	4003	0	1	15500029#4500006#26600024#40900008#17100050#11200004#26400005	1#1#1#1#1#1#1	20	181	#	3	11#16	杀怪	僵尸	杀怪	在矿区击杀1个僵尸	15500029#4500006#26600024#40900008#17100050#11200004#26400005	1#1#1#1#1#1#1	
