Id	ItemId	TabType	OldItemId	NewCustomId	Name	Image	LockImage	Actor	BodyId	ModelActorBody	ModelActorBodyId	ChipImg	Icon	PriceType	Price	LockTip	Describe	HasGet	SortWeight	UnlockLevel	备注	备注.2	Unnamed: 23	Unnamed: 24
2085	2085	1	283	10009	DressSetting_name_2085	set:dress_shop.json image:g1008_sword_09_b	set:dress_shop.json image:g1008_sword_09_b_lock	g1008_skin.actor	g1008_sword_09	gun	g1008_sword_09.mesh	set:dress_shop.json image:g1008_sword_09_b_chip	set:dress_shop.json image:sword_groove	4	80	DressSetting_unlock	DressSetting_des_2085	0	9891	1	誓约胜利之剑	黄金剑		
2086	2086	1	276	10010	DressSetting_name_2086	set:dress_shop.json image:g1008_sword_10_b	set:dress_shop.json image:g1008_sword_10_b_lock	g1008_skin.actor	g1008_sword_10	gun	g1008_sword_10.mesh	set:dress_shop.json image:g1008_sword_10_b_chip	set:dress_shop.json image:sword_groove	4	100	DressSetting_unlock	DressSetting_des_2086	0	9890	1	圣骑士枪	钻石剑		
2087	2087	1	276	10011	DressSetting_name_2087	set:dress_shop.json image:g1008_sword_11_b	set:dress_shop.json image:g1008_sword_11_b_lock	g1008_skin.actor	g1008_sword_11	gun	g1008_sword_11.mesh	set:dress_shop.json image:g1008_sword_11_b_chip	set:dress_shop.json image:sword_groove	4	100	DressSetting_unlock	DressSetting_des_2087	0	9889	1	璀璨水晶	钻石剑		
2088	2088	1	276	10012	DressSetting_name_2088	set:dress_shop.json image:g1008_sword_12_b	set:dress_shop.json image:g1008_sword_12_b_lock	g1008_skin.actor	g1008_sword_12	gun	g1008_sword_12.mesh	set:dress_shop.json image:g1008_sword_12_b_chip	set:dress_shop.json image:sword_groove	4	100	DressSetting_unlock	DressSetting_des_2088	0	9888	1	钻石星辰剑	钻石剑		
2089	2089	1	268	10013	DressSetting_name_2089	set:dress_shop.json image:g1008_sword_13_b	set:dress_shop.json image:g1008_sword_13_b_lock	g1008_skin.actor	g1008_sword_13	gun	g1008_sword_13.mesh	set:dress_shop.json image:g1008_sword_13_b_chip	set:dress_shop.json image:sword_groove	4	80	DressSetting_unlock	DressSetting_des_2089	0	9487	1	红缎带木剑	木剑		
2090	2090	1	268	10014	DressSetting_name_2090	set:dress_shop.json image:g1008_sword_14_b	set:dress_shop.json image:g1008_sword_14_b_lock	g1008_skin.actor	g1008_sword_14	gun	g1008_sword_14.mesh	set:dress_shop.json image:g1008_sword_14_b_chip	set:dress_shop.json image:sword_groove	4	100	DressSetting_unlock	DressSetting_des_2090	0	9286	1	鲨鱼之刃	木剑		
2091	2091	1	268	10015	DressSetting_name_2091	set:dress_shop.json image:g1008_sword_15_b	set:dress_shop.json image:g1008_sword_15_b_lock	g1008_skin.actor	g1008_sword_15	gun	g1008_sword_15.mesh	set:dress_shop.json image:g1008_sword_15_b_chip	set:dress_shop.json image:sword_groove	4	120	DressSetting_unlock	DressSetting_des_2091	0	9085	1	刺客木刃	木剑		
2092	2092	1	267	10016	DressSetting_name_2092	set:dress_shop.json image:g1008_sword_16_b	set:dress_shop.json image:g1008_sword_16_b_lock	g1008_skin.actor	g1008_sword_16	gun	g1008_sword_16.mesh	set:dress_shop.json image:g1008_sword_16_b_chip	set:dress_shop.json image:sword_groove	4	80	DressSetting_unlock	DressSetting_des_2092	0	9684	1	合金大剑	铁剑		
2093	2093	1	267	10017	DressSetting_name_2093	set:dress_shop.json image:g1008_sword_17_b	set:dress_shop.json image:g1008_sword_17_b_lock	g1008_skin.actor	g1008_sword_17	gun	g1008_sword_17.mesh	set:dress_shop.json image:g1008_sword_17_b_chip	set:dress_shop.json image:sword_groove	4	100	DressSetting_unlock	DressSetting_des_2093	0	9483	1	幽灵剑	铁剑		
2094	2094	1	267	10018	DressSetting_name_2094	set:dress_shop.json image:g1008_sword_18_b	set:dress_shop.json image:g1008_sword_18_b_lock	g1008_skin.actor	g1008_sword_18	gun	g1008_sword_18.mesh	set:dress_shop.json image:g1008_sword_18_b_chip	set:dress_shop.json image:sword_groove	4	120	DressSetting_unlock	DressSetting_des_2094	0	9282	1	蔚蓝陨石剑	铁剑		
2095	2095	1	283	10019	DressSetting_name_2095	set:dress_shop.json image:g1008_sword_19_b	set:dress_shop.json image:g1008_sword_19_b_lock	g1008_skin.actor	g1008_sword_19	gun	g1008_sword_19.mesh	set:dress_shop.json image:g1008_sword_19_b_chip	set:dress_shop.json image:sword_groove	4	80	DressSetting_unlock	DressSetting_des_2095	0	9281	1	沙皇弯刀	黄金剑		
2096	2096	1	283	10020	DressSetting_name_2096	set:dress_shop.json image:g1008_sword_20_b	set:dress_shop.json image:g1008_sword_20_b_lock	g1008_skin.actor	g1008_sword_20	gun	g1008_sword_20.mesh	set:dress_shop.json image:g1008_sword_20_b_chip	set:dress_shop.json image:sword_groove	4	100	DressSetting_unlock	DressSetting_des_2096	0	9080	1	充能战刃	黄金剑		
2076	2076	1	283	10021	DressSetting_name_2076	set:dress_shop.json image:g1008_sword_21_b	set:dress_shop.json image:g1008_sword_21_b_lock	g1008_skin.actor	g1008_sword_21	gun	g1008_sword_21.mesh	set:dress_shop.json image:g1008_sword_21_b_chip	set:dress_shop.json image:sword_groove	4	120	DressSetting_unlock	DressSetting_des_2076	0	8879	1	流氓皇帝	黄金剑		
2097	2097	3	271	10022	DressSetting_name_2097	set:dress_shop.json image:g1008_axe_01_b	set:dress_shop.json image:g1008_axe_01_b_lock	g1008_skin.actor	g1008_axe_01	gun	g1008_axe_01.mesh	set:dress_shop.json image:g1008_axe_01_b_chip	set:dress_shop.json image:axe_groove	4	60	DressSetting_unlock	DressSetting_des_2097	0	9878	1	流浪者之斧	木斧		
2098	2098	3	271	10023	DressSetting_name_2098	set:dress_shop.json image:g1008_axe_02_b	set:dress_shop.json image:g1008_axe_02_b_lock	g1008_skin.actor	g1008_axe_02	gun	g1008_axe_02.mesh	set:dress_shop.json image:g1008_axe_02_b_chip	set:dress_shop.json image:axe_groove	4	70	DressSetting_unlock	DressSetting_des_2098	0	9877	1	角斗者之斧	木斧		
2099	2099	3	271	10024	DressSetting_name_2099	set:dress_shop.json image:g1008_axe_03_b	set:dress_shop.json image:g1008_axe_03_b_lock	g1008_skin.actor	g1008_axe_03	gun	g1008_axe_03.mesh	set:dress_shop.json image:g1008_axe_03_b_chip	set:dress_shop.json image:axe_groove	4	80	DressSetting_unlock	DressSetting_des_2099	0	9876	1	双刃斧	木斧		
2100	2100	3	258	10025	DressSetting_name_2100	set:dress_shop.json image:g1008_axe_04_b	set:dress_shop.json image:g1008_axe_04_b_lock	g1008_skin.actor	g1008_axe_04	gun	g1008_axe_04.mesh	set:dress_shop.json image:g1008_axe_04_b_chip	set:dress_shop.json image:axe_groove	4	60	DressSetting_unlock	DressSetting_des_2100	0	9875	1	铁碎牙	铁斧		
2101	2101	3	258	10026	DressSetting_name_2101	set:dress_shop.json image:g1008_axe_05_b	set:dress_shop.json image:g1008_axe_05_b_lock	g1008_skin.actor	g1008_axe_05	gun	g1008_axe_05.mesh	set:dress_shop.json image:g1008_axe_05_b_chip	set:dress_shop.json image:axe_groove	4	70	DressSetting_unlock	DressSetting_des_2101	0	9874	1	碎颅者	铁斧		
2102	2102	3	258	10027	DressSetting_name_2102	set:dress_shop.json image:g1008_axe_06_b	set:dress_shop.json image:g1008_axe_06_b_lock	g1008_skin.actor	g1008_axe_06	gun	g1008_axe_06.mesh	set:dress_shop.json image:g1008_axe_06_b_chip	set:dress_shop.json image:axe_groove	4	100	DressSetting_unlock	DressSetting_des_2102	0	9673	1	豪杰大斧	铁斧		
2103	2103	3	279	10028	DressSetting_name_2103	set:dress_shop.json image:g1008_axe_07_b	set:dress_shop.json image:g1008_axe_07_b_lock	g1008_skin.actor	g1008_axe_07	gun	g1008_axe_07.mesh	set:dress_shop.json image:g1008_axe_07_b_chip	set:dress_shop.json image:axe_groove	4	80	DressSetting_unlock	DressSetting_des_2103	0	9672	1	女武神之斧	钻石斧		
2104	2104	3	279	10029	DressSetting_name_2104	set:dress_shop.json image:g1008_axe_08_b	set:dress_shop.json image:g1008_axe_08_b_lock	g1008_skin.actor	g1008_axe_08	gun	g1008_axe_08.mesh	set:dress_shop.json image:g1008_axe_08_b_chip	set:dress_shop.json image:axe_groove	4	100	DressSetting_unlock	DressSetting_des_2104	0	9471	1	巨灵	钻石斧		
2105	2105	3	279	10030	DressSetting_name_2105	set:dress_shop.json image:g1008_axe_09_b	set:dress_shop.json image:g1008_axe_09_b_lock	g1008_skin.actor	g1008_axe_09	gun	g1008_axe_09.mesh	set:dress_shop.json image:g1008_axe_09_b_chip	set:dress_shop.json image:axe_groove	4	120	DressSetting_unlock	DressSetting_des_2105	0	8870	1	诸神黄昏	钻石斧		
2106	2106	3	286	10031	DressSetting_name_2106	set:dress_shop.json image:g1008_axe_10_b	set:dress_shop.json image:g1008_axe_10_b_lock	g1008_skin.actor	g1008_axe_10	gun	g1008_axe_10.mesh	set:dress_shop.json image:g1008_axe_10_b_chip	set:dress_shop.json image:axe_groove	4	120	DressSetting_unlock	DressSetting_des_2106	0	9469	1	黄金大赏	黄金斧		
2107	2107	3	286	10032	DressSetting_name_2107	set:dress_shop.json image:g1008_axe_11_b	set:dress_shop.json image:g1008_axe_11_b_lock	g1008_skin.actor	g1008_axe_11	gun	g1008_axe_11.mesh	set:dress_shop.json image:g1008_axe_11_b_chip	set:dress_shop.json image:axe_groove	4	60	DressSetting_unlock	DressSetting_des_2107	0	9868	1	国王之斧	黄金斧		
2108	2108	3	286	10033	DressSetting_name_2108	set:dress_shop.json image:g1008_axe_12_b	set:dress_shop.json image:g1008_axe_12_b_lock	g1008_skin.actor	g1008_axe_12	gun	g1008_axe_12.mesh	set:dress_shop.json image:g1008_axe_12_b_chip	set:dress_shop.json image:axe_groove	4	80	DressSetting_unlock	DressSetting_des_2108	0	9667	1	荣耀战斧	黄金斧		
2109	2109	3	258	10034	DressSetting_name_2109	set:dress_shop.json image:g1008_axe_16_b	set:dress_shop.json image:g1008_axe_16_b_lock	g1008_skin.actor	g1008_axe_16	gun	g1008_axe_16.mesh	set:dress_shop.json image:g1008_axe_16_b_chip	set:dress_shop.json image:axe_groove	4	100	DressSetting_unlock	DressSetting_des_2109	0	9666	1	贵族铁斧	铁斧		
2110	2110	3	258	10035	DressSetting_name_2110	set:dress_shop.json image:g1008_axe_17_b	set:dress_shop.json image:g1008_axe_17_b_lock	g1008_skin.actor	g1008_axe_17	gun	g1008_axe_17.mesh	set:dress_shop.json image:g1008_axe_17_b_chip	set:dress_shop.json image:axe_groove	4	120	DressSetting_unlock	DressSetting_des_2110	0	9465	1	权杖	铁斧		
2111	2111	3	258	10036	DressSetting_name_2111	set:dress_shop.json image:g1008_axe_18_b	set:dress_shop.json image:g1008_axe_18_b_lock	g1008_skin.actor	g1008_axe_18	gun	g1008_axe_18.mesh	set:dress_shop.json image:g1008_axe_18_b_chip	set:dress_shop.json image:axe_groove	4	150	DressSetting_unlock	DressSetting_des_2111	0	9264	1	小恶魔之斧	铁斧		
2112	2112	3	279	10037	DressSetting_name_2112	set:dress_shop.json image:g1008_axe_19_b	set:dress_shop.json image:g1008_axe_19_b_lock	g1008_skin.actor	g1008_axe_19	gun	g1008_axe_19.mesh	set:dress_shop.json image:g1008_axe_19_b_chip	set:dress_shop.json image:axe_groove	4	150	DressSetting_unlock	DressSetting_des_2112	0	9063	1	圣洁大斧	钻石斧		
2113	2113	3	279	10038	DressSetting_name_2113	set:dress_shop.json image:g1008_axe_20_b	set:dress_shop.json image:g1008_axe_20_b_lock	g1008_skin.actor	g1008_axe_20	gun	g1008_axe_20.mesh	set:dress_shop.json image:g1008_axe_20_b_chip	set:dress_shop.json image:axe_groove	4	200	DressSetting_unlock	DressSetting_des_2113	0	8862	1	神圣独角兽	钻石斧		
2117	2117	4	270	10039	DressSetting_name_2117	set:dress_shop.json image:g1008_pickaxe_01_b	set:dress_shop.json image:g1008_pickaxe_01_b_lock	g1008_skin.actor	g1008_pickaxe_01	gun	g1008_pickaxe_01.mesh	set:dress_shop.json image:g1008_pickaxe_01_b_chip	set:dress_shop.json image:pickaxe_groove	4	30	DressSetting_unlock	DressSetting_des_2117	0	9861	1	鹤嘴锄	木镐		
2118	2118	4	270	10040	DressSetting_name_2118	set:dress_shop.json image:g1008_pickaxe_02_b	set:dress_shop.json image:g1008_pickaxe_02_b_lock	g1008_skin.actor	g1008_pickaxe_02	gun	g1008_pickaxe_02.mesh	set:dress_shop.json image:g1008_pickaxe_02_b_chip	set:dress_shop.json image:pickaxe_groove	4	40	DressSetting_unlock	DressSetting_des_2118	0	9860	1	铁柄锄	木镐		
2119	2119	4	270	10041	DressSetting_name_2119	set:dress_shop.json image:g1008_pickaxe_03_b	set:dress_shop.json image:g1008_pickaxe_03_b_lock	g1008_skin.actor	g1008_pickaxe_03	gun	g1008_pickaxe_03.mesh	set:dress_shop.json image:g1008_pickaxe_03_b_chip	set:dress_shop.json image:pickaxe_groove	4	40	DressSetting_unlock	DressSetting_des_2119	0	9859	1	流浪者之锄	木镐		
2120	2120	4	257	10042	DressSetting_name_2120	set:dress_shop.json image:g1008_pickaxe_04_b	set:dress_shop.json image:g1008_pickaxe_04_b_lock	g1008_skin.actor	g1008_pickaxe_04	gun	g1008_pickaxe_04.mesh	set:dress_shop.json image:g1008_pickaxe_04_b_chip	set:dress_shop.json image:pickaxe_groove	4	50	DressSetting_unlock	DressSetting_des_2120	0	9858	1	部落铁镐	铁镐		
2121	2121	4	257	10043	DressSetting_name_2121	set:dress_shop.json image:g1008_pickaxe_05_b	set:dress_shop.json image:g1008_pickaxe_05_b_lock	g1008_skin.actor	g1008_pickaxe_05	gun	g1008_pickaxe_05.mesh	set:dress_shop.json image:g1008_pickaxe_05_b_chip	set:dress_shop.json image:pickaxe_groove	4	50	DressSetting_unlock	DressSetting_des_2121	0	9857	1	铁钩	铁镐		
2122	2122	4	257	10044	DressSetting_name_2122	set:dress_shop.json image:g1008_pickaxe_06_b	set:dress_shop.json image:g1008_pickaxe_06_b_lock	g1008_skin.actor	g1008_pickaxe_06	gun	g1008_pickaxe_06.mesh	set:dress_shop.json image:g1008_pickaxe_06_b_chip	set:dress_shop.json image:pickaxe_groove	4	60	DressSetting_unlock	DressSetting_des_2122	0	9856	1	噬铁	铁镐		
2123	2123	4	278	10045	DressSetting_name_2123	set:dress_shop.json image:g1008_pickaxe_07_b	set:dress_shop.json image:g1008_pickaxe_07_b_lock	g1008_skin.actor	g1008_pickaxe_07	gun	g1008_pickaxe_07.mesh	set:dress_shop.json image:g1008_pickaxe_07_b_chip	set:dress_shop.json image:pickaxe_groove	4	70	DressSetting_unlock	DressSetting_des_2123	0	9855	1	圣痕	钻石镐		
2124	2124	4	278	10046	DressSetting_name_2124	set:dress_shop.json image:g1008_pickaxe_08_b	set:dress_shop.json image:g1008_pickaxe_08_b_lock	g1008_skin.actor	g1008_pickaxe_08	gun	g1008_pickaxe_08.mesh	set:dress_shop.json image:g1008_pickaxe_08_b_chip	set:dress_shop.json image:pickaxe_groove	4	70	DressSetting_unlock	DressSetting_des_2124	0	9854	1	流光	钻石镐		
2125	2125	4	278	10047	DressSetting_name_2125	set:dress_shop.json image:g1008_pickaxe_09_b	set:dress_shop.json image:g1008_pickaxe_09_b_lock	g1008_skin.actor	g1008_pickaxe_09	gun	g1008_pickaxe_09.mesh	set:dress_shop.json image:g1008_pickaxe_09_b_chip	set:dress_shop.json image:pickaxe_groove	4	70	DressSetting_unlock	DressSetting_des_2125	0	9653	1	逐月	钻石镐		
2126	2126	4	285	10048	DressSetting_name_2126	set:dress_shop.json image:g1008_pickaxe_10_b	set:dress_shop.json image:g1008_pickaxe_10_b_lock	g1008_skin.actor	g1008_pickaxe_10	gun	g1008_pickaxe_10.mesh	set:dress_shop.json image:g1008_pickaxe_10_b_chip	set:dress_shop.json image:pickaxe_groove	4	60	DressSetting_unlock	DressSetting_des_2126	0	9852	1	黄金矿工	黄金镐		
2127	2127	4	285	10049	DressSetting_name_2127	set:dress_shop.json image:g1008_pickaxe_11_b	set:dress_shop.json image:g1008_pickaxe_11_b_lock	g1008_skin.actor	g1008_pickaxe_11	gun	g1008_pickaxe_11.mesh	set:dress_shop.json image:g1008_pickaxe_11_b_chip	set:dress_shop.json image:pickaxe_groove	4	60	DressSetting_unlock	DressSetting_des_2127	0	9851	1	粉碎者	黄金镐		
2128	2128	4	285	10050	DressSetting_name_2128	set:dress_shop.json image:g1008_pickaxe_12_b	set:dress_shop.json image:g1008_pickaxe_12_b_lock	g1008_skin.actor	g1008_pickaxe_12	gun	g1008_pickaxe_12.mesh	set:dress_shop.json image:g1008_pickaxe_12_b_chip	set:dress_shop.json image:pickaxe_groove	4	60	DressSetting_unlock	DressSetting_des_2128	0	9850	1	破坏者	黄金镐		
2129	2129	4	270	10051	DressSetting_name_2129	set:dress_shop.json image:g1008_pickaxe_13_b	set:dress_shop.json image:g1008_pickaxe_13_b_lock	g1008_skin.actor	g1008_pickaxe_13	gun	g1008_pickaxe_13.mesh	set:dress_shop.json image:g1008_pickaxe_13_b_chip	set:dress_shop.json image:pickaxe_groove	4	60	DressSetting_unlock	DressSetting_des_2129	0	9649	1	啄木鸟	木镐		
2130	2130	4	270	10052	DressSetting_name_2130	set:dress_shop.json image:g1008_pickaxe_14_b	set:dress_shop.json image:g1008_pickaxe_14_b_lock	g1008_skin.actor	g1008_pickaxe_14	gun	g1008_pickaxe_14.mesh	set:dress_shop.json image:g1008_pickaxe_14_b_chip	set:dress_shop.json image:pickaxe_groove	4	80	DressSetting_unlock	DressSetting_des_2130	0	9648	1	指路者	木镐		
2131	2131	4	270	10053	DressSetting_name_2131	set:dress_shop.json image:g1008_pickaxe_15_b	set:dress_shop.json image:g1008_pickaxe_15_b_lock	g1008_skin.actor	g1008_pickaxe_15	gun	g1008_pickaxe_15.mesh	set:dress_shop.json image:g1008_pickaxe_15_b_chip	set:dress_shop.json image:pickaxe_groove	4	80	DressSetting_unlock	DressSetting_des_2131	0	9447	1	木锚	木镐		
2132	2132	4	257	10054	DressSetting_name_2132	set:dress_shop.json image:g1008_pickaxe_16_b	set:dress_shop.json image:g1008_pickaxe_16_b_lock	g1008_skin.actor	g1008_pickaxe_16	gun	g1008_pickaxe_16.mesh	set:dress_shop.json image:g1008_pickaxe_16_b_chip	set:dress_shop.json image:pickaxe_groove	4	70	DressSetting_unlock	DressSetting_des_2132	0	9646	1	铁制啄木鸟	铁镐		
2133	2133	4	257	10055	DressSetting_name_2133	set:dress_shop.json image:g1008_pickaxe_17_b	set:dress_shop.json image:g1008_pickaxe_17_b_lock	g1008_skin.actor	g1008_pickaxe_17	gun	g1008_pickaxe_17.mesh	set:dress_shop.json image:g1008_pickaxe_17_b_chip	set:dress_shop.json image:pickaxe_groove	4	90	DressSetting_unlock	DressSetting_des_2133	0	9445	1	绿嘴铁镐	铁镐		
2134	2134	4	257	10056	DressSetting_name_2134	set:dress_shop.json image:g1008_pickaxe_18_b	set:dress_shop.json image:g1008_pickaxe_18_b_lock	g1008_skin.actor	g1008_pickaxe_18	gun	g1008_pickaxe_18.mesh	set:dress_shop.json image:g1008_pickaxe_18_b_chip	set:dress_shop.json image:pickaxe_groove	4	120	DressSetting_unlock	DressSetting_des_2134	0	9244	1	铁镰刀	铁镐		
2135	2135	4	278	10057	DressSetting_name_2135	set:dress_shop.json image:g1008_pickaxe_19_b	set:dress_shop.json image:g1008_pickaxe_19_b_lock	g1008_skin.actor	g1008_pickaxe_19	gun	g1008_pickaxe_19.mesh	set:dress_shop.json image:g1008_pickaxe_19_b_chip	set:dress_shop.json image:pickaxe_groove	4	150	DressSetting_unlock	DressSetting_des_2135	0	9443	1	水晶组合剑	钻石镐		
2137	2137	2	261	10058	DressSetting_name_2137	set:dress_shop.json image:g1008_bow_01_b	set:dress_shop.json image:g1008_bow_01_b_lock	g1008_skin.actor	g1008_bow_01	gun	g1008_bow_01.mesh	set:dress_shop.json image:g1008_bow_01_b_chip	set:dress_shop.json image:bow_groove	4	80	DressSetting_unlock	DressSetting_des_2137	0	9842	1	黄金战弓	初级弓		
2138	2138	2	261	10059	DressSetting_name_2138	set:dress_shop.json image:g1008_bow_02_b	set:dress_shop.json image:g1008_bow_02_b_lock	g1008_skin.actor	g1008_bow_02	gun	g1008_bow_02.mesh	set:dress_shop.json image:g1008_bow_02_b_chip	set:dress_shop.json image:bow_groove	4	120	DressSetting_unlock	DressSetting_des_2138	0	9641	1	钻石圣弓	中级弓		
2139	2139	2	261	10060	DressSetting_name_2139	set:dress_shop.json image:g1008_bow_03_b	set:dress_shop.json image:g1008_bow_03_b_lock	g1008_skin.actor	g1008_bow_03	gun	g1008_bow_03.mesh	set:dress_shop.json image:g1008_bow_03_b_chip	set:dress_shop.json image:bow_groove	4	150	DressSetting_unlock	DressSetting_des_2139	0	9440	1	地狱烈焰弓	高级弓		
2265	2265	5	298	10061	DressSetting_name_2265	set:dress_shop.json image:g1008_helmet_1_rainbow_b	set:dress_shop.json image:g1008_helmet_1_rainbow_b_lock	g1008_skin.actor	g1008_helmet_1_rainbow	armor_head	g1008_helmet_1_rainbow.mesh	set:dress_shop.json image:g1008_helmet_1_rainbow_b_chip	set:dress_shop.json image:helmet_groove	4	50	DressSetting_unlock	DressSetting_des_2265	0	9839	1	七彩铁盔	头盔		
2266	2266	5	298	10062	DressSetting_name_2266	set:dress_shop.json image:g1008_helmet_2_rainbow_b	set:dress_shop.json image:g1008_helmet_2_rainbow_b_lock	g1008_skin.actor	g1008_helmet_2_rainbow	armor_head	g1008_helmet_2_rainbow.mesh	set:dress_shop.json image:g1008_helmet_2_rainbow_b_chip	set:dress_shop.json image:helmet_groove	4	80	DressSetting_unlock	DressSetting_des_2266	0	9838	1	彩虹兽	头盔		
2271	2271	5	298	10063	DressSetting_name_2271	set:dress_shop.json image:g1008_helmet_3_rainbow_b	set:dress_shop.json image:g1008_helmet_3_rainbow_b_lock	g1008_skin.actor	g1008_helmet_3_rainbow	armor_head	g1008_helmet_3_rainbow.mesh	set:dress_shop.json image:g1008_helmet_3_rainbow_b_chip	set:dress_shop.json image:helmet_groove	4	80	DressSetting_unlock	DressSetting_des_2271	0	9637	1	机器战士	头盔		
2276	2276	5	298	10064	DressSetting_name_2276	set:dress_shop.json image:g1008_helmet_5_rainbow_b	set:dress_shop.json image:g1008_helmet_5_rainbow_b_lock	g1008_skin.actor	g1008_helmet_5_rainbow	armor_head	g1008_helmet_5_rainbow.mesh	set:dress_shop.json image:g1008_helmet_5_rainbow_b_chip	set:dress_shop.json image:helmet_groove	4	100	DressSetting_unlock	DressSetting_des_2276	0	9636	1	恐惧头盔	头盔		
2281	2281	5	298	10065	DressSetting_name_2281	set:dress_shop.json image:g1008_helmet_6_rainbow_b	set:dress_shop.json image:g1008_helmet_6_rainbow_b_lock	g1008_skin.actor	g1008_helmet_6_rainbow	armor_head	g1008_helmet_6_rainbow.mesh	set:dress_shop.json image:g1008_helmet_6_rainbow_b_chip	set:dress_shop.json image:helmet_groove	4	120	DressSetting_unlock	DressSetting_des_2281	0	9435	1	部落勇士	头盔		
901	901	5	298	10066	DressSetting_name_901	set:bedwar_license_reward.json image:g1008_helmet_7_rainbow_b	set:dress_shop.json image:g1008_helmet_6_rainbow_b_lock	g1008_skin.actor	g1008_helmet_7_rainbow	armor_head	g1008_helmet_7_rainbow.mesh	set:bedwar_license_reward.json image:g1008_helmet_7_rainbow_b_chip	set:dress_shop.json image:helmet_groove	4	500	DressSetting_unlock	DressSetting_des_901	0	9999	1	电视机头盔	头盔		
