ItemId	Icon	Name	MeshName	EffectName	ClassName	Params	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10
2266	g1008_helmet_2_rainbow	item.g1008_helmet_2_rainbow	g1008_helmet_2_rainbow.mesh	#	ItemArmor	cloth&0&g1008_helmet_2_rainbow.mesh				
2267	g1008_helmet_3_red	item.g1008_helmet_3_red	g1008_helmet_3_red.mesh	#	ItemArmor	cloth&0&g1008_helmet_3_red.mesh				
2268	g1008_helmet_3_blue	item.g1008_helmet_3_blue	g1008_helmet_3_blue.mesh	#	ItemArmor	cloth&0&g1008_helmet_3_blue.mesh				
2269	g1008_helmet_3_green	item.g1008_helmet_3_green	g1008_helmet_3_green.mesh	#	ItemArmor	cloth&0&g1008_helmet_3_green.mesh				
2270	g1008_helmet_3_yellow	item.g1008_helmet_3_yellow	g1008_helmet_3_yellow.mesh	#	ItemArmor	cloth&0&g1008_helmet_3_yellow.mesh				
2271	g1008_helmet_3_rainbow	item.g1008_helmet_3_rainbow	g1008_helmet_3_rainbow.mesh	#	ItemArmor	cloth&0&g1008_helmet_3_rainbow.mesh				
2272	g1008_helmet_5_red	item.g1008_helmet_5_red	g1008_helmet_5_red.mesh	#	ItemArmor	cloth&0&g1008_helmet_5_red.mesh				
2273	g1008_helmet_5_blue	item.g1008_helmet_5_blue	g1008_helmet_5_blue.mesh	#	ItemArmor	cloth&0&g1008_helmet_5_blue.mesh				
2274	g1008_helmet_5_green	item.g1008_helmet_5_green	g1008_helmet_5_green.mesh	#	ItemArmor	cloth&0&g1008_helmet_5_green.mesh				
2275	g1008_helmet_5_yellow	item.g1008_helmet_5_yellow	g1008_helmet_5_yellow.mesh	#	ItemArmor	cloth&0&g1008_helmet_5_yellow.mesh				
2276	g1008_helmet_5_rainbow	item.g1008_helmet_5_rainbow	g1008_helmet_5_rainbow.mesh	#	ItemArmor	cloth&0&g1008_helmet_5_rainbow.mesh				
2277	g1008_helmet_6_red	item.g1008_helmet_6_red	g1008_helmet_6_red.mesh	#	ItemArmor	cloth&0&g1008_helmet_6_red.mesh				
2278	g1008_helmet_6_blue	item.g1008_helmet_6_blue	g1008_helmet_6_blue.mesh	#	ItemArmor	cloth&0&g1008_helmet_6_blue.mesh				
2279	g1008_helmet_6_green	item.g1008_helmet_6_green	g1008_helmet_6_green.mesh	#	ItemArmor	cloth&0&g1008_helmet_6_green.mesh				
2280	g1008_helmet_6_yellow	item.g1008_helmet_6_yellow	g1008_helmet_6_yellow.mesh	#	ItemArmor	cloth&0&g1008_helmet_6_yellow.mesh				
2281	g1008_helmet_6_rainbow	item.g1008_helmet_6_rainbow	g1008_helmet_6_rainbow.mesh	#	ItemArmor	cloth&0&g1008_helmet_6_rainbow.mesh				
601	arrow	item.g1008_arrow_effect_1	effect_arrow_1.mesh	g1008_arrow_1.effect	ItemArrow	true&g1008_arrow_1.effect				
602	arrow	item.g1008_arrow_effect_2	effect_arrow_2.mesh	g1008_arrow_2.effect	ItemArrow	true&g1008_arrow_2.effect				
603	arrow	item.g1008_arrow_effect_3	effect_arrow_3.mesh	g1008_arrow_3.effect	ItemArrow	true&g1008_arrow_3.effect				
604	arrow	item.g1008_arrow_effect_4	effect_arrow_4.mesh	g1008_arrow_4.effect	ItemArrow	true&g1008_arrow_4.effect				
605	arrow	item.g1008_arrow_effect_5	effect_arrow_5.mesh	g1008_arrow_5.effect	ItemArrow	true&g1008_arrow_5.effect				
606	arrow	item.g1008_arrow_effect_6	effect_arrow_6.mesh	g1008_arrow_6.effect	ItemArrow	true&g1008_arrow_6.effect				
607	arrow	item.g1008_arrow_effect_7	effect_arrow_7.mesh	g1008_arrow_7.effect	ItemArrow	true&g1008_arrow_7.effect				
608	arrow	item.g1008_arrow_effect_8	effect_arrow_8.mesh	g1008_arrow_8.effect	ItemArrow	true&g1008_arrow_8.effect				
609	arrow	item.g1008_arrow_effect_9	effect_arrow_9.mesh	g1008_arrow_9.effect	ItemArrow	true&g1008_arrow_9.effect				
610	arrow	item.g1008_arrow_effect_10	effect_arrow_10.mesh	g1008_arrow_10.effect	ItemArrow	true&g1008_arrow_10.effect				
611	arrow	item.g1008_arrow_effect_11	effect_arrow_11.mesh	g1008_arrow_11.effect	ItemArrow	true&g1008_arrow_11.effect				
612	arrow	item.g1008_arrow_effect_12	effect_arrow_12.mesh	g1008_arrow_12.effect	ItemArrow	true&g1008_arrow_12.effect				
613	arrow	item.g1008_arrow_effect_13	effect_arrow_13.mesh	g1008_arrow_13.effect	ItemArrow	true&g1008_arrow_13.effect				
614	arrow	item.g1008_arrow_effect_14	effect_arrow_14.mesh	g1008_arrow_14.effect	ItemArrow	true&g1008_arrow_14.effect				
701	cyanhelmet	item.helmetCloth	#	#	ItemArmor	cloth&0&cyan				
702	cyanchest	item.chestplateCloth	#	#	ItemArmor	cloth&1&cyan				
703	cyanleg	item.leggingsCloth	#	#	ItemArmor	cloth&2&cyan				
704	cyanshoe	item.bootsCloth	#	#	ItemArmor	cloth&3&cyan				
705	whitehelmet	item.helmetCloth	#	#	ItemArmor	cloth&0&white				
706	whitechest	item.chestplateCloth	#	#	ItemArmor	cloth&1&white				
707	whiteleg	item.leggingsCloth	#	#	ItemArmor	cloth&2&white				
708	whiteshoe	item.bootsCloth	#	#	ItemArmor	cloth&3&white				
709	pinkhelmet	item.helmetCloth	#	#	ItemArmor	cloth&0&pink				
710	pinkchest	item.chestplateCloth	#	#	ItemArmor	cloth&1&pink				
711	pinkleg	item.leggingsCloth	#	#	ItemArmor	cloth&2&pink				
712	pinkshoe	item.bootsCloth	#	#	ItemArmor	cloth&3&pink				
713	grayhelmet	item.helmetCloth	#	#	ItemArmor	cloth&0&gray				
714	graychest	item.chestplateCloth	#	#	ItemArmor	cloth&1&gray				
715	grayleg	item.leggingsCloth	#	#	ItemArmor	cloth&2&gray				
716	grayshoe	item.bootsCloth	#	#	ItemArmor	cloth&3&gray				
717	g1008_helmet_1_cyan	item.g1008_helmet_1_cyan	g1008_helmet_1_cyan.mesh	#	ItemArmor	cloth&0&g1008_helmet_1_cyan.mesh				
718	g1008_helmet_1_white	item.g1008_helmet_1_white	g1008_helmet_1_white.mesh	#	ItemArmor	cloth&0&g1008_helmet_1_white.mesh				
719	g1008_helmet_1_pink	item.g1008_helmet_1_pink	g1008_helmet_1_pink.mesh	#	ItemArmor	cloth&0&g1008_helmet_1_pink.mesh				
720	g1008_helmet_1_gray	item.g1008_helmet_1_gray	g1008_helmet_1_gray.mesh	#	ItemArmor	cloth&0&g1008_helmet_1_gray.mesh				
721	g1008_helmet_2_cyan	item.g1008_helmet_2_cyan	g1008_helmet_2_cyan.mesh	#	ItemArmor	cloth&0&g1008_helmet_2_cyan.mesh				
722	g1008_helmet_2_white	item.g1008_helmet_2_white	g1008_helmet_2_white.mesh	#	ItemArmor	cloth&0&g1008_helmet_2_white.mesh				
723	g1008_helmet_2_pink	item.g1008_helmet_2_pink	g1008_helmet_2_pink.mesh	#	ItemArmor	cloth&0&g1008_helmet_2_pink.mesh				
724	g1008_helmet_2_gray	item.g1008_helmet_2_gray	g1008_helmet_2_gray.mesh	#	ItemArmor	cloth&0&g1008_helmet_2_gray.mesh				
725	g1008_helmet_3_cyan	item.g1008_helmet_3_cyan	g1008_helmet_3_cyan.mesh	#	ItemArmor	cloth&0&g1008_helmet_3_cyan.mesh				
726	g1008_helmet_3_white	item.g1008_helmet_3_white	g1008_helmet_3_white.mesh	#	ItemArmor	cloth&0&g1008_helmet_3_white.mesh				
727	g1008_helmet_3_pink	item.g1008_helmet_3_pink	g1008_helmet_3_pink.mesh	#	ItemArmor	cloth&0&g1008_helmet_3_pink.mesh				
728	g1008_helmet_3_gray	item.g1008_helmet_3_gray	g1008_helmet_3_gray.mesh	#	ItemArmor	cloth&0&g1008_helmet_3_gray.mesh				
729	g1008_helmet_5_cyan	item.g1008_helmet_5_cyan	g1008_helmet_5_cyan.mesh	#	ItemArmor	cloth&0&g1008_helmet_5_cyan.mesh				
730	g1008_helmet_5_white	item.g1008_helmet_5_white	g1008_helmet_5_white.mesh	#	ItemArmor	cloth&0&g1008_helmet_5_white.mesh				
731	g1008_helmet_5_pink	item.g1008_helmet_5_pink	g1008_helmet_5_pink.mesh	#	ItemArmor	cloth&0&g1008_helmet_5_pink.mesh				
732	g1008_helmet_5_gray	item.g1008_helmet_5_gray	g1008_helmet_5_gray.mesh	#	ItemArmor	cloth&0&g1008_helmet_5_gray.mesh				
733	g1008_helmet_6_cyan	item.g1008_helmet_6_cyan	g1008_helmet_6_cyan.mesh	#	ItemArmor	cloth&0&g1008_helmet_6_cyan.mesh				
734	g1008_helmet_6_white	item.g1008_helmet_6_white	g1008_helmet_6_white.mesh	#	ItemArmor	cloth&0&g1008_helmet_6_white.mesh				
735	g1008_helmet_6_pink	item.g1008_helmet_6_pink	g1008_helmet_6_pink.mesh	#	ItemArmor	cloth&0&g1008_helmet_6_pink.mesh				
736	g1008_helmet_6_gray	item.g1008_helmet_6_gray	g1008_helmet_6_gray.mesh	#	ItemArmor	cloth&0&g1008_helmet_6_gray.mesh				
737	g1008_helmet_7_red	item.g1008_helmet_7_red	g1008_helmet_7_red.mesh	#	ItemArmor	cloth&0&g1008_helmet_7_red.mesh				
738	g1008_helmet_7_blue	item.g1008_helmet_7_blue	g1008_helmet_7_blue.mesh	#	ItemArmor	cloth&0&g1008_helmet_7_blue.mesh				
739	g1008_helmet_7_green	item.g1008_helmet_7_green	g1008_helmet_7_green.mesh	#	ItemArmor	cloth&0&g1008_helmet_7_green.mesh				
740	g1008_helmet_7_yellow	item.g1008_helmet_7_yellow	g1008_helmet_7_yellow.mesh	#	ItemArmor	cloth&0&g1008_helmet_7_yellow.mesh				
741	g1008_helmet_7_cyan	item.g1008_helmet_7_cyan	g1008_helmet_7_cyan.mesh	#	ItemArmor	cloth&0&g1008_helmet_7_cyan.mesh				
742	g1008_helmet_7_white	item.g1008_helmet_7_white	g1008_helmet_7_white.mesh	#	ItemArmor	cloth&0&g1008_helmet_7_white.mesh				
743	g1008_helmet_7_pink	item.g1008_helmet_7_pink	g1008_helmet_7_pink.mesh	#	ItemArmor	cloth&0&g1008_helmet_7_pink.mesh				
744	g1008_helmet_7_gray	item.g1008_helmet_7_gray	g1008_helmet_7_gray.mesh	#	ItemArmor	cloth&0&g1008_helmet_7_gray.mesh				
901	g1008_helmet_7_rainbow	item.g1008_helmet_7_rainbow	g1008_helmet_7_rainbow.mesh	#	ItemArmor	cloth&0&g1008_helmet_7_rainbow.mesh				
745	g1008_helmet_8_red	item.g1008_helmet_8_red	g1008_helmet_8_red.mesh	#	ItemArmor	cloth&0&g1008_helmet_8_red.mesh				
746	g1008_helmet_8_blue	item.g1008_helmet_8_blue	g1008_helmet_8_blue.mesh	#	ItemArmor	cloth&0&g1008_helmet_8_blue.mesh				
747	g1008_helmet_8_green	item.g1008_helmet_8_green	g1008_helmet_8_green.mesh	#	ItemArmor	cloth&0&g1008_helmet_8_green.mesh				
748	g1008_helmet_8_yellow	item.g1008_helmet_8_yellow	g1008_helmet_8_yellow.mesh	#	ItemArmor	cloth&0&g1008_helmet_8_yellow.mesh				
749	g1008_helmet_8_cyan	item.g1008_helmet_8_cyan	g1008_helmet_8_cyan.mesh	#	ItemArmor	cloth&0&g1008_helmet_8_cyan.mesh				
750	g1008_helmet_8_white	item.g1008_helmet_8_white	g1008_helmet_8_white.mesh	#	ItemArmor	cloth&0&g1008_helmet_8_white.mesh				
751	g1008_helmet_8_pink	item.g1008_helmet_8_pink	g1008_helmet_8_pink.mesh	#	ItemArmor	cloth&0&g1008_helmet_8_pink.mesh				
752	g1008_helmet_8_gray	item.g1008_helmet_8_gray	g1008_helmet_8_gray.mesh	#	ItemArmor	cloth&0&g1008_helmet_8_gray.mesh				
902	g1008_helmet_8_rainbow	item.g1008_helmet_8_rainbow	g1008_helmet_8_rainbow.mesh	#	ItemArmor	cloth&0&g1008_helmet_8_rainbow.mesh				
753	g1008_helmet_9_red	item.g1008_helmet_9_red	g1008_helmet_9_red.mesh	#	ItemArmor	cloth&0&g1008_helmet_9_red.mesh				
754	g1008_helmet_9_blue	item.g1008_helmet_9_blue	g1008_helmet_9_blue.mesh	#	ItemArmor	cloth&0&g1008_helmet_9_blue.mesh				
755	g1008_helmet_9_green	item.g1008_helmet_9_green	g1008_helmet_9_green.mesh	#	ItemArmor	cloth&0&g1008_helmet_9_green.mesh				
756	g1008_helmet_9_yellow	item.g1008_helmet_9_yellow	g1008_helmet_9_yellow.mesh	#	ItemArmor	cloth&0&g1008_helmet_9_yellow.mesh				
757	g1008_helmet_9_cyan	item.g1008_helmet_9_cyan	g1008_helmet_9_cyan.mesh	#	ItemArmor	cloth&0&g1008_helmet_9_cyan.mesh				
758	g1008_helmet_9_white	item.g1008_helmet_9_white	g1008_helmet_9_white.mesh	#	ItemArmor	cloth&0&g1008_helmet_9_white.mesh				
759	g1008_helmet_9_pink	item.g1008_helmet_9_pink	g1008_helmet_9_pink.mesh	#	ItemArmor	cloth&0&g1008_helmet_9_pink.mesh				
760	g1008_helmet_9_gray	item.g1008_helmet_9_gray	g1008_helmet_9_gray.mesh	#	ItemArmor	cloth&0&g1008_helmet_9_gray.mesh				
903	g1008_helmet_9_rainbow	item.g1008_helmet_9_rainbow	g1008_helmet_9_rainbow.mesh	#	ItemArmor	cloth&0&g1008_helmet_9_rainbow.mesh				
599	g1008_wuduyaoshui	item.flareBomb	g1008_props_flameBomb.mesh	#	ItemClient			火焰弹		
598	g1008_huichengjuanzhou	item.flareBomb	g1008_props_flameBomb.mesh	#	ItemClient			火焰弹		
597	g1008_wuduyaoshui	item.flareBomb	g1008_props_flameBomb.mesh	#	ItemClient			火焰弹		
596	g1008_huichengjuanzhou	item.flareBomb	g1008_props_flameBomb.mesh	#	ItemClient			火焰弹		
