Id	Type	RewardId	Weight	IsCore	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10
101025	1	101025	10	0	0.0025575447570332483	暴击Ⅱ				
101026	1	101026	13	0	0.0033248081841432226	火剑Ⅱ				
101027	1	101027	40	0	0.010230179028132993	强壮Ⅱ				
101028	1	101028	40	0	0.010230179028132993	恢复Ⅱ				
101029	1	101029	13	0	0.0033248081841432226	保护Ⅱ				
101030	1	101030	26	0	0.006649616368286445	壮大Ⅱ				
101031	1	101031	20	0	0.005115089514066497	成长Ⅱ				
101032	1	101032	10	0	0.0025575447570332483	修罗Ⅱ				
101033	1	101033	26	0	0.006649616368286445	丰收Ⅱ				
101034	1	101034	40	0	0.010230179028132993	祝福Ⅱ				
101035	1	101035	40	0	0.010230179028132993	幸运Ⅱ				
101036	1	101036	30	0	0.0076726342710997444	复活Ⅱ				
101037	1	101037	40	0	0.010230179028132993	铁锭Ⅱ				
101038	1	101038	13	0	0.0033248081841432226	金锭Ⅱ				
101039	1	101039	13	0	0.0033248081841432226	羊毛Ⅱ				
101040	1	101040	13	0	0.0033248081841432226	铁墓Ⅱ				
101041	1	101041	13	0	0.0033248081841432226	毛堆Ⅱ				
102001	1	102001	80	0	0.020460358056265986	流浪者之剑				
102002	1	102002	80	0	0.020460358056265986	毒刺木剑				
102003	1	102003	70	0	0.017902813299232736	巨刃				
102004	1	102004	70	0	0.017902813299232736	锯齿				
102005	1	102005	70	0	0.017902813299232736	斩首刀				
102006	1	102006	60	0	0.015345268542199489	金色荣耀				
102007	1	102007	60	0	0.015345268542199489	黄金斩首刀				
102008	1	102008	50	0	0.01278772378516624	圣骑士枪				
102009	1	102009	50	0	0.01278772378516624	璀璨水晶				
102010	1	102010	50	0	0.01278772378516624	钻石星辰剑				
102017	1	102017	60	0	0.015345268542199489	流浪者之斧				
102018	1	102018	50	0	0.01278772378516624	双刃斧				
102019	1	102019	60	0	0.015345268542199489	铁碎牙				
102020	1	102020	50	0	0.01278772378516624	碎颅者				
102021	1	102021	40	0	0.010230179028132993	豪杰大斧				
102032	1	102032	70	0	0.017902813299232736	鹤嘴锄				
102033	1	102033	60	0	0.015345268542199489	流浪者之锄				
102034	1	102034	60	0	0.015345268542199489	部落铁镐				
102035	1	102035	40	0	0.010230179028132993	噬铁				
102036	1	102036	50	0	0.01278772378516624	圣痕				
102037	1	102037	40	0	0.010230179028132993	逐月				
102038	1	102038	60	0	0.015345268542199489	黄金矿工				
102039	1	102039	40	0	0.010230179028132993	破坏者				
102046	1	102046	50	0	0.01278772378516624	彩虹兽				
103001	1	103001	20	0	0.005115089514066497	勇士木剑				
103002	1	103002	20	0	0.005115089514066497	誓约胜利之剑				
103006	1	103006	20	0	0.005115089514066497	黄金战弓				
103007	1	103007	20	0	0.005115089514066497	角斗者之斧				
103009	1	103009	30	0	0.0076726342710997444	铁柄锄				
103010	1	103010	20	0	0.005115089514066497	铁钩				
103011	1	103011	20	0	0.005115089514066497	流光				
103012	1	103012	20	0	0.005115089514066497	粉碎者				
103013	1	103013	30	0	0.0076726342710997444	啄木鸟				
103014	1	103014	30	0	0.0076726342710997444	铁制啄木鸟				
103015	1	103015	60	0	0.015345268542199489	七彩铁盔				
104001	1	104001	100	0	0.02557544757033248	道具特权(2小时)				
104002	1	104002	100	0	0.02557544757033248	生命值强化(2小时)				
104003	1	104003	100	0	0.02557544757033248	金锭增长(2小时)				
104004	1	104004	100	0	0.02557544757033248	火焰附魔(2小时)				
104005	1	104005	100	0	0.02557544757033248	快速复活(2小时)				
104006	1	104006	300	0	0.07672634271099744	经验翻倍(2小时)				
201042	2	201042	40	0	0.00847457627118644	剑刃Ⅲ				
201043	2	201043	90	0	0.019067796610169493	弓箭Ⅲ				
201044	2	201044	50	0	0.01059322033898305	强壮Ⅲ				
201045	2	201045	80	0	0.01694915254237288	恢复Ⅲ				
201046	2	201046	80	0	0.01694915254237288	祝福Ⅲ				
201047	2	201047	80	0	0.01694915254237288	幸运Ⅲ				
201048	2	201048	20	0	0.00423728813559322	吸血Ⅲ				
201049	2	201049	30	0	0.006355932203389831	暴击Ⅲ				
201050	2	201050	70	0	0.014830508474576272	壮大Ⅲ				
201051	2	201051	70	0	0.014830508474576272	丰收Ⅲ				
201052	2	201052	70	0	0.014830508474576272	复活Ⅲ		钻石宝箱		
201053	2	201053	70	0	0.014830508474576272	铁锭Ⅲ		三级符文	0.25	
201054	2	201054	50	0	0.01059322033898305	击退Ⅲ		皮肤	0.4057203389830508	
201055	2	201055	30	0	0.006355932203389831	火剑Ⅲ		特权	0.3442796610169492	
201056	2	201056	50	0	0.01059322033898305	保护Ⅲ				
201057	2	201057	30	0	0.006355932203389831	成长Ⅲ				
201058	2	201058	20	0	0.00423728813559322	修罗Ⅲ				
201059	2	201059	50	0	0.01059322033898305	金锭Ⅲ				
201060	2	201060	50	0	0.01059322033898305	羊毛Ⅲ				
201061	2	201061	50	0	0.01059322033898305	铁墓Ⅲ				
201062	2	201062	50	0	0.01059322033898305	金墓Ⅲ				
201063	2	201063	50	0	0.01059322033898305	毛堆Ⅲ				
202011	2	202011	90	0	0.019067796610169493	红缎带木剑				
202012	2	202012	60	0	0.012711864406779662	刺客木刃				
202013	2	202013	90	0	0.019067796610169493	合金大剑				
202014	2	202014	60	0	0.012711864406779662	蔚蓝陨石剑				
202015	2	202015	90	0	0.019067796610169493	沙皇弯刀				
202016	2	202016	60	0	0.012711864406779662	流氓皇帝				
202022	2	202022	105	0	0.022245762711864406	女武神之斧				
202023	2	202023	90	0	0.019067796610169493	巨灵				
202024	2	202024	45	0	0.009533898305084746	诸神黄昏				
202025	2	202025	60	0	0.012711864406779662	黄金大赏				
202026	2	202026	75	0	0.015889830508474576	荣耀战斧				
202027	2	202027	90	0	0.019067796610169493	贵族铁斧				
202028	2	202028	75	0	0.015889830508474576	权杖				
202029	2	202029	75	0	0.015889830508474576	小恶魔之斧				
202030	2	202030	60	0	0.012711864406779662	圣洁大斧				
202031	2	202031	60	0	0.012711864406779662	神圣独角兽				
202040	2	202040	80	0	0.01694915254237288	指路者				
202041	2	202041	90	0	0.019067796610169493	木锚				
202042	2	202042	90	0	0.019067796610169493	绿嘴铁镐				
202043	2	202043	90	0	0.019067796610169493	铁镰刀				
202044	2	202044	60	0	0.012711864406779662	水晶组合剑				
202045	2	202045	60	0	0.012711864406779662	钻石圣弓				
202047	2	202047	50	0	0.01059322033898305	地狱烈焰弓				
203003	2	203003	50	0	0.01059322033898305	鲨鱼之刃				
203004	2	203004	50	0	0.01059322033898305	幽灵剑				
203005	2	203005	50	0	0.01059322033898305	充能战刃				
203008	2	203008	60	0	0.012711864406779662	国王之斧				
204007	2	204007	225	0	0.04766949152542373	道具特权(12小时)				
204008	2	204008	225	0	0.04766949152542373	生命值强化(12小时)				
204009	2	204009	225	0	0.04766949152542373	金锭增长(12小时)				
204010	2	204010	225	0	0.04766949152542373	火焰附魔(12小时)				
204011	2	204011	225	0	0.04766949152542373	快速复活(12小时)				
204012	2	204012	500	0	0.1059322033898305	经验翻倍(12小时)				
301001	3	301001	40	1	0.000949667616334283	曜守卫				
301002	3	301002	80	1	0.001899335232668566	樱花拖尾				
301003	3	301003	5000	0	0.11870845204178537	刺客木刃				
301004	3	301004	5000	0	0.11870845204178537	蔚蓝陨石剑				
301005	3	301005	5000	0	0.11870845204178537	充能战刃				
301006	3	301006	3000	0	0.07122507122507123	地狱烈焰弓				
301007	3	301007	14000	0	0.33238366571699907	钥匙				
301008	3	101021	2000	0	0.04748338081671415	剑刃Ⅱ				
301009	3	101022	4000	0	0.0949667616334283	弓箭Ⅱ				
301010	3	101023	4000	0	0.0949667616334283	击退Ⅱ				
401001	4	401001	50	1	0.0008176614881439084	地狱烈焰弓	武器宝箱	150	传说	高级弓
401002	4	401002	100	1	0.001635322976287817	蔚蓝陨石剑	武器宝箱	120	传说	铁剑
401003	4	401003	3000	0	0.04905968928863451	黄金战弓	武器宝箱	80	稀有	初级弓
401004	4	401004	1000	0	0.016353229762878167	钻石星辰剑	武器宝箱	100	史诗	钻石剑
401005	4	401005	1000	0	0.016353229762878167	璀璨水晶	武器宝箱	100	史诗	钻石剑
401006	4	401006	1000	0	0.016353229762878167	圣骑士枪	武器宝箱	100	史诗	钻石剑
401007	4	401007	3000	0	0.04905968928863451	合金大剑	武器宝箱	80	稀有	铁剑
401008	4	401008	5000	0	0.08176614881439084	斩首刀	武器宝箱	50	普通	铁剑
401009	4	401009	5000	0	0.08176614881439084	锯齿	武器宝箱	50	普通	铁剑
401010	4	401010	5000	0	0.08176614881439084	巨刃	武器宝箱	50	普通	铁剑
401011	4	401011	3000	0	0.04905968928863451	红缎带木剑	武器宝箱	80	稀有	木剑
401012	4	401012	5000	0	0.08176614881439084	毒刺木剑	武器宝箱	30	普通	木剑
401013	4	401013	5000	0	0.08176614881439084	流浪者之剑	武器宝箱	30	普通	木剑
401015	4	401015	3000	0	0.04905968928863451	沙皇弯刀	武器宝箱	80	稀有	黄金剑
401017	4	401017	10000	0	0.1635322976287817	黄金斩首刀	武器宝箱	80	稀有	黄金剑
401018	4	401018	3000	0	0.04905968928863451	金色荣耀	武器宝箱	80	稀有	黄金剑
401019	4	301007	8000	0	0.13082583810302534	钥匙	武器宝箱		普通	
501001	5	501001	50	1	0.0005608524957936063	神圣独角兽	工具宝箱	200	传说	钻石斧
501002	5	501002	100	1	0.0011217049915872126	水晶组合剑	工具宝箱	150	传说	钻石镐
501003	5	501003	1000	0	0.011217049915872126	巨灵	工具宝箱	100	史诗	钻石斧
501004	5	501004	1000	0	0.011217049915872126	贵族铁斧	工具宝箱	100	史诗	铁斧
501005	5	501005	1000	0	0.011217049915872126	豪杰大斧	工具宝箱	100	史诗	铁斧
501006	5	501006	3000	0	0.03365114974761638	绿嘴铁镐	工具宝箱	90	稀有	铁镐
501007	5	501007	3000	0	0.03365114974761638	女武神之斧	工具宝箱	80	稀有	钻石斧
501008	5	501008	3000	0	0.03365114974761638	木锚	工具宝箱	80	稀有	木镐
501009	5	501009	3000	0	0.03365114974761638	指路者	工具宝箱	80	稀有	木镐
501010	5	501010	3000	0	0.03365114974761638	双刃斧	工具宝箱	80	稀有	木斧
501011	5	501011	12000	0	0.1346045989904655	荣耀战斧	工具宝箱	80	稀有	黄金斧
501012	5	501012	3000	0	0.03365114974761638	逐月	工具宝箱	70	稀有	钻石镐
501014	5	501014	3000	0	0.03365114974761638	圣痕	工具宝箱	70	稀有	钻石镐
501016	5	501016	3000	0	0.03365114974761638	碎颅者	工具宝箱	70	稀有	铁斧
501018	5	501018	5000	0	0.056085249579360626	噬铁	工具宝箱	60	普通	铁镐
501019	5	501019	5000	0	0.056085249579360626	铁碎牙	工具宝箱	60	普通	铁斧
501021	5	501021	5000	0	0.056085249579360626	流浪者之斧	工具宝箱	60	普通	木斧
501022	5	501022	5000	0	0.056085249579360626	破坏者	工具宝箱	60	普通	黄金镐
501024	5	501024	5000	0	0.056085249579360626	黄金矿工	工具宝箱	60	普通	黄金镐
501027	5	501027	5000	0	0.056085249579360626	部落铁镐	工具宝箱	50	普通	铁镐
501028	5	501028	5000	0	0.056085249579360626	流浪者之锄	工具宝箱	40	普通	木镐
501030	5	501030	5000	0	0.056085249579360626	鹤嘴锄	工具宝箱	30	普通	木镐
501031	5	301007	10000	0	0.11217049915872125	钥匙	工具宝箱		普通	
601001	6	601001	12	1	0.00019351093336773527	电视机头盔	头盔宝箱	500	传说	头盔
601002	6	601002	10000	0	0.1612591111397794	部落勇士	头盔宝箱	120	传说	头盔
601003	6	601003	10000	0	0.1612591111397794	恐惧头盔	头盔宝箱	100	史诗	头盔
601004	6	601004	10000	0	0.1612591111397794	机器战士	头盔宝箱	80	稀有	头盔
601005	6	601005	10000	0	0.1612591111397794	彩虹兽	头盔宝箱	80	稀有	头盔
601006	6	601006	10000	0	0.1612591111397794	七彩铁盔	头盔宝箱	50	普通	头盔
601007	6	301007	12000	0	0.19351093336773528	钥匙	头盔宝箱		普通	
701001	7	701001	20	1	0.00019584802193497845	火焰附魔(7天)	特权宝箱		传说	
701002	7	701002	100	1	0.0009792401096748924	生命值强化(7天)	特权宝箱		传说	
701003	7	60212	5000	0	0.04896200548374462	经验翻倍(6小时)	特权宝箱		稀有	
701004	7	60211	5000	0	0.04896200548374462	快速复活(6小时)	特权宝箱		稀有	
701005	7	60210	5000	0	0.04896200548374462	火焰附魔(6小时)	特权宝箱		稀有	
701006	7	60209	5000	0	0.04896200548374462	金锭增长(6小时)	特权宝箱		稀有	
701007	7	60208	5000	0	0.04896200548374462	生命值强化(6小时)	特权宝箱		稀有	
701008	7	60207	5000	0	0.04896200548374462	道具特权(6小时)	特权宝箱		稀有	
701009	7	104006	10000	0	0.09792401096748923	经验翻倍(2小时)	特权宝箱		普通	
701010	7	104005	10000	0	0.09792401096748923	快速复活(2小时)	特权宝箱		普通	
701011	7	104004	10000	0	0.09792401096748923	火焰附魔(2小时)	特权宝箱		普通	
701012	7	104003	10000	0	0.09792401096748923	金锭增长(2小时)	特权宝箱		普通	
701013	7	104002	10000	0	0.09792401096748923	生命值强化(2小时)	特权宝箱		普通	
701014	7	104001	10000	0	0.09792401096748923	道具特权(2小时)	特权宝箱		普通	
701015	7	301007	12000	0	0.11750881316098707	钥匙	特权宝箱		普通	
801001	8	201058	80	1	0.0005431830526887561	修罗Ⅲ	符文宝箱		传说	
801002	8	201043	200	1	0.0013579576317218902	弓箭Ⅲ	符文宝箱		传说	
801003	8	101039	5000	0	0.03394894079304726	羊毛Ⅱ	符文宝箱		稀有	
801004	8	101035	5000	0	0.03394894079304726	幸运Ⅱ	符文宝箱		稀有	
801005	8	101033	5000	0	0.03394894079304726	丰收Ⅱ	符文宝箱		稀有	
801006	8	101027	3000	0	0.020369364475828353	强壮Ⅱ	符文宝箱		稀有	
801007	8	101020	8000	0	0.054318305268875614	毛堆Ⅰ	符文宝箱		普通	
801008	8	101019	8000	0	0.054318305268875614	铁墓Ⅰ	符文宝箱		普通	
801009	8	101018	8000	0	0.054318305268875614	羊毛Ⅰ	符文宝箱		普通	
801010	8	101017	8000	0	0.054318305268875614	铁锭Ⅰ	符文宝箱		普通	
801011	8	101016	8000	0	0.054318305268875614	复活Ⅰ	符文宝箱		普通	
801012	8	101015	8000	0	0.054318305268875614	幸运Ⅰ	符文宝箱		普通	
801013	8	101014	8000	0	0.054318305268875614	祝福Ⅰ	符文宝箱		普通	
801014	8	101013	8000	0	0.054318305268875614	丰收Ⅰ	符文宝箱		普通	
801015	8	101011	8000	0	0.054318305268875614	成长Ⅰ	符文宝箱		普通	
801016	8	101010	6000	0	0.04073872895165671	壮大Ⅰ	符文宝箱		普通	
801017	8	101008	8000	0	0.054318305268875614	恢复Ⅰ	符文宝箱		普通	
801018	8	101006	8000	0	0.054318305268875614	火剑Ⅰ	符文宝箱		普通	
801019	8	101005	8000	0	0.054318305268875614	暴击Ⅰ	符文宝箱		普通	
801020	8	101003	8000	0	0.054318305268875614	击退Ⅰ	符文宝箱		普通	
801021	8	101001	6000	0	0.04073872895165671	剑刃Ⅰ	符文宝箱		普通	
801022	8	301007	13000	0	0.08826724606192286	钥匙	符文宝箱		普通	
