SoundId	IsRepeat	RepeatInterval_min	RepeatInterval_max	SoundFile	SoundVolume	Type	SubType	Desc	Unnamed: 9
78	0	0	0	Media/Sound/enchant/thorns/hit	1.0			damage.thorns	
79	0	0	0	Media/Sound/liquid/splash	1.0			liquid.splash	
80	0	0	0	Media/Sound/random/bowhit	1.0			random.bowhit	
81	0	0	0	Media/Sound/random/pop 	1.0			random.pop	
82	0	0	0	Media/Sound/random/break 	1.0			random.break	
83	0	0	0	Media/Sound/damage/fallbig	1.0			damage.fallbig	
84	0	0	0	Media/Sound/damage/fallsmall	1.0			damage.fallsmall	
85	0	0	0	Media/Sound/random/orb 	1.0			random.orb	
86	0	0	0	Media/Sound/random/levelup 	1.0			random.levelup	
87	0	0	0	Media/Sound/random/burp 	1.0			random.burp	
88	0	0	0	Media/Sound/fire/ignite 	1.0			fire.ignite	
89	0	0	0	Media/Sound/random/chestopen	1.0			random.chestopen	
90	0	0	0	Media/Sound/random/chestclosed	1.0			random.chestclosed	
91	0	0	0	Media/Sound/tile/piston/out 	1.0			tile.piston.out	
92	0	0	0	Media/Sound/tile/piston/in 	1.0			tile.piston.in	
93	0	0	0	Media/Sound/liquid/lavapop 	1.0			liquid.lavapop	
94	0	0	0	Media/Sound/fire/fire 	1.0			fire.fire	
95	0	0	0	Media/Sound/step/snow	1.0				
97	0	0	0	Media/Sound/random/glass	1.0			放置玻璃	
98	0	0	0	Media/Sound/random/glass	1.0			破坏玻璃	
99	0	0	0	Media/Sound/random/glass_walk	1.0			玻璃上行走	
100	0	0	0	Media/Scripts/Game/g1008/res/sound/block/makeWool	1.0			放置布制方块（羊毛）
101	0	0	0	Media/Sound/dig/sand_dig	1.0			破坏布制方块过程（羊毛）	
102	0	0	0	Media/Sound/step/snow	1.0			step on snow	
103	0	0	0	Media/Sound/step/ladder	1.0			place ladder block	
104	0	0	0	Media/Sound/step/ladder	1.0			break ladder block	
105	0	0	0	Media/Sound/random/anvil_land 	1.0			place anvil block	
106	0	0	0	Media/Sound/step/snow	1.0			step on anvil	
107	0	0	0	Media/Scripts/Game/g1008/res/sound/props/drinkWater	1.0			random.drink
108	0	0	0	Media/Sound/random/eat	1.0			random.eat	
109	0	0	0	Media/Sound/step/snow	1.0			mob.wither.spawn	
110	0	0	0	Media/Sound/step/snow	1.0			mob.enddragon.end	
120	0	0	0	Media/Sound/random/Shoot_Pistol	1.0		枪械	手枪枪声	
121	0	0	0	Media/Sound/random/Shoot_AK	1.0		枪械	AK枪声	
122	0	0	0	Media/Sound/random/Shoot_Submachine	1.0		枪械	冲锋枪	
123	0	0	0	Media/Sound/random/Shoot_Shotguns	1.0		枪械	散弹枪	
124	0	0	0	Media/Sound/random/Shoot_Sniper	1.0		枪械	狙击枪	
125	0	0	0	Media/Sound/random/No_Bullet	1.0			空发音效	
126	0	0	0	Media/Sound/random/Load_Pistol	1.0			手枪换弹夹	
127	0	0	0	Media/Sound/random/Load_AK	1.0			步枪换弹夹	
128	0	0	0	Media/Sound/mob/zombie/say	1.0			僵尸音效	
130	0	0	0	Media/Sound/random/Gatling_Shot	1.0		枪械	加特林音效	
131	0	0	0	Media/Sound/random/reload_light	1.0			换弹夹	
132	0	0	0	Media/Sound/random/98k	1.0		枪械	98k	
133	0	0	0	Media/Sound/random/baleite	1.0		枪械	巴雷特	
134	0	0	0	Media/Sound/random/m4a1	1.0		枪械	m4a1	
135	0	0	0	Media/Sound/note/grade1	1.0			建筑战争打分1	
136	0	0	0	Media/Sound/note/grade2	1.0			建筑战争打分2	
137	0	0	0	Media/Sound/note/grade3	1.0			建筑战争打分3	
138	0	0	0	Media/Sound/note/grade4	1.0			建筑战争打分4	
139	0	0	0	Media/Sound/note/grade5	1.0			建筑战争打分5	
140	0	0	0	Media/Sound/note/grade6	1.0			建筑战争打分6	
141	0	0	0	Media/Sound/note/telepos	1.0			建筑战争传送	
142	0	0	0	Media/Sound/note/trans	1.0			建筑战争环节切换	
143	0	0	0	Media/Sound/note/fire	1.0			建筑战争烟花	
201	0	0	0	Media/Sound/random/gun_SD	1.0			散弹 	
202	0	0	0	Media/Sound/random/gun_jiguangju	1.0			激光狙击	
203	0	0	0	Media/Sound/random/gun_jiguangbu	1.0			激光步枪	
204	0	0	0	Media/Sound/random/gun_jiguang	1.0			激光长按	
205	0	0	0	Media/Sound/random/gun_huojiantong	1.0			火箭筒	
206	0	0	0	Media/Sound/random/iceshoot	1.0			冰封法典	
207	0	0	0	Media/Sound/random/watershoot	1.0			水炮	
300	0	0	0	Media/Sound/ThrowPot/dark_skill	1.0			黑暗技能	
301	0	0	0	Media/Sound/ThrowPot/equip_title	1.0			装备称号	
302	0	0	0	Media/Sound/ThrowPot/flash_skill	1.0			闪现技能	
303	0	0	0	Media/Sound/ThrowPot/fly_skill	1.0			飞行技能	
304	0	0	0	Media/Sound/ThrowPot/get_TNT	1.0			获得TNT	
305	0	0	0	Media/Sound/ThrowPot/invincible_skill	1.0			无敌技能	
306	0	0	0	Media/Sound/ThrowPot/invisibility_skill	1.0			隐身技能	
307	0	0	0	Media/Sound/ThrowPot/speed_skill	1.0			加速技能	
308	0	0	0	Media/Sound/ThrowPot/teleport_skill	1.0			传送技能	
309	0	0	0	Media/Sound/ThrowPot/throw_TNT	1.0			传递别人TNT	
310	0	0	0	Media/Sound/ThrowPot/TNT_boom	1.0			TNT爆炸	
311	0	0	0	Media/Sound/dig/air_dig	1.0			空挥拳	
312	0	0	0	Media/Sound/damage/kill_person	1.0			击杀玩家	
313	0	0	0	Media/Sound/ui/cannon	1.0			大炮	
314	0	0	0	Media/Sound/ui/convert	1.0			小鸟转换	
315	0	0	0	Media/Sound/ui/get_item_1057_1066	1.0			获得物品	
316	0	0	0	Media/Sound/ui/get_item_1067_1084	1.0			获得物品	
317	0	0	0	Media/Sound/ui/kill_spider	1.0			杀死怪物	
318	0	0	0	Media/Sound/ui/task_done	1.0			完成任务	
319	0	0	0	Media/Sound/ui/tree_die	1.0			果树移除	
320	0	0	0	Media/Sound/ui/tree_up_level	1.0			果树升级	
321	0	0	0	Media/Sound/ui/buyDress	1.0			购买皮肤	
322	0	0	0	Media/Sound/ui/openBox	1.0			打开宝箱	
323	0	0	0	Media/Sound/game/g1047/clear_manor	1.0			一键清理	
324	0	0	0	Media/Sound/game/g1047/friend_invite	1.0			收到邀请	
325	0	0	0	Media/Sound/game/g1047/glide_wing	1.0			打开滑行翅膀	
326	0	0	0	Media/Sound/game/g1047/go_home	1.0			回家	
327	0	0	0	Media/Sound/game/g1047/open_fly	1.0			打开飞行	
328	0	0	0	Media/Sound/game/g1047/place_template	1.0			放置模板	
329	0	0	0	Media/Sound/game/g1047/rotate_click	1.0			旋转	
330	0	0	0	Media/Sound/game/g1047/rotate_done	1.0			旋转完成	
331	0	0	0	Media/Sound/game/g1047/sit_down	1.0			坐下	
332	0	0	0	Media/Sound/game/g1047/take_car	1.0			上车	
333	0	0	0	Media/Sound/game/g1047/tiger_machine	1.0			开始抽奖	
334	0	0	0	Media/Sound/ui/game_complete_add	1.0			游戏结束，增加分数特效	
335	0	0	0	Media/Sound/ui/game_complete_hide	1.0			游戏结束，隐藏奖杯	
336	0	0	0	Media/Sound/ui/pixel_duan_wei	1.0			像素射击段位升级	
337	0	0	0	Media/Sound/game/g1051/bailing1	1.0			行尸走肉白领的低吼声	
338	0	0	0	Media/Sound/game/g1051/bailing2	1.0			行尸走肉白领的攻击音效	
339	0	0	0	Media/Sound/game/g1051/bailing3	1.0			行尸走肉白领的死亡音效	
340	0	0	0	Media/Sound/game/g1051/gou1	1.0			行尸走肉丧尸狗的低吼声	
341	0	0	0	Media/Sound/game/g1051/gou2	1.0			行尸走肉丧尸狗的攻击音效	
342	0	0	0	Media/Sound/game/g1051/gou3	1.0			行尸走肉丧尸狗的死亡音效	
343	0	0	0	Media/Sound/game/g1051/hushi1	1.0			行尸走肉女护士的低吼声	
344	0	0	0	Media/Sound/game/g1051/hushi2	1.0			行尸走肉女护士的攻击音效	
345	0	0	0	Media/Sound/game/g1051/hushi3	1.0			行尸走肉女护士的死亡音效	
346	0	0	0	Media/Sound/game/g1051/shimin1	1.0			行尸走肉市民的低吼声	
347	0	0	0	Media/Sound/game/g1051/shimin2	1.0			行尸走肉市民的攻击音效	
348	0	0	0	Media/Sound/game/g1051/shimin3	1.0			行尸走肉市民的死亡音效	
349	0	0	0	Media/Sound/game/g1051/ertong1	1.0			行尸走肉儿童的低吼声	
350	0	0	0	Media/Sound/game/g1051/ertong2	1.0			行尸走肉儿童的攻击音效	
351	0	0	0	Media/Sound/game/g1051/ertong3	1.0			行尸走肉儿童的死亡音效	
352	0	0	0	Media/Sound/game/g1051/dama1	1.0			行尸走肉超市大妈的低吼声	
353	0	0	0	Media/Sound/game/g1051/dama2	1.0			行尸走肉超市大妈的攻击音效	
354	0	0	0	Media/Sound/game/g1051/dama3	1.0			行尸走肉超市大妈的死亡音效	
355	0	0	0	Media/Sound/game/g1051/laoban1	1.0			行尸走肉超市老板的低吼声	
356	0	0	0	Media/Sound/game/g1051/laoban2	1.0			行尸走肉超市老板的攻击音效	
357	0	0	0	Media/Sound/game/g1051/laoban3	1.0			行尸走肉超市老板的死亡音效	
358	0	0	0	Media/Sound/game/g1051/zonghuo1	1.0			行尸走肉纵火丧尸的低吼声	
359	0	0	0	Media/Sound/game/g1051/zonghuo2	1.0			行尸走肉纵火丧尸的攻击音效	
360	0	0	0	Media/Sound/game/g1051/zonghuo3	1.0			行尸走肉纵火丧尸的死亡音效	
361	0	0	0	Media/Sound/game/g1051/bingxiang1	1.0			行尸走肉冰箱丧尸的低吼声	
362	0	0	0	Media/Sound/game/g1051/bingxiang2	1.0			行尸走肉冰箱丧尸的攻击音效	
363	0	0	0	Media/Sound/game/g1051/bingxiang3	1.0			行尸走肉冰箱丧尸的死亡音效	
364	0	0	0	Media/Sound/game/g1051/zhizhu1	1.0			行尸走肉丧尸蜘蛛的低吼声	
365	0	0	0	Media/Sound/game/g1051/zhizhu2	1.0			行尸走肉丧尸蜘蛛的攻击音效	
366	0	0	0	Media/Sound/game/g1051/zhizhu3	1.0			行尸走肉丧尸蜘蛛的死亡音效	
367	0	0	0	Media/Sound/game/g1051/dazhizhu1	1.0			行尸走肉巨大丧尸蜘蛛的低吼声	
368	0	0	0	Media/Sound/game/g1051/dazhizhu2	1.0			行尸走肉巨大丧尸蜘蛛的攻击音效	
369	0	0	0	Media/Sound/game/g1051/dazhizhu3	1.0			行尸走肉巨大丧尸蜘蛛的死亡音效	
370	0	0	0	Media/Sound/game/g1051/baoyan1	1.0			行尸走肉爆炎丧尸的低吼声	
371	0	0	0	Media/Sound/game/g1051/baoyan2	1.0			行尸走肉爆炎丧尸的攻击音效	
372	0	0	0	Media/Sound/game/g1051/baoyan3	1.0			行尸走肉爆炎丧尸的死亡音效	
373	0	0	0	Media/Sound/game/g1051/dabing1	1.0			行尸走肉大冰箱丧尸的低吼声	
374	0	0	0	Media/Sound/game/g1051/dabing2	1.0			行尸走肉大冰箱丧尸的攻击音效	
375	0	0	0	Media/Sound/game/g1051/dabing3	1.0			行尸走肉大冰箱丧尸的死亡音效	
376	0	0	0	Media/Sound/game/g1051/shouyinji	1.0			行尸走肉收音机	
377	0	0	0	Media/Sound/game/g1047/race_ready	1.0			家园赛车准备时的音效	
378	0	0	0	Media/Sound/game/g1047/race_fail	1.0			家园赛车竞赛失败时的音效	
379	0	0	0	Media/Sound/game/g1047/race_win	1.0			家园赛车竞赛胜利时的音效	
9001	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/buttonClick3	1.0			起床-打开界面1
9002	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/buttonClick3	1.0			起床-关闭界面1
9003	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/buttonClick3	1.0			起床-切换标签
9004	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/buttonClick1	1.0			起床-确认按钮
9005	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/selectItem	1.0			起床-选择项目
9006	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/buttonClick2	1.0			起床-触发按钮
9010	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/levelUpStore	1.0			起床-商店升级
9011	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/startLottery	1.0			起床-开始抽奖
9012	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/getLotteryReward	1.0			起床-得到奖品
9020	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/attackCommand	0.8			起床-进攻信号
9021	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/defenseCommand	0.8			起床-防守信号
9022	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/togetherCommand	0.8			起床-集合信号
9023	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/callHelpCommand	0.6			起床-救援信号
9040	0	0	0	Media/Scripts/Game/g1008/res/sound/props/shootSignal	0.7			起床-信号弹发射
9041	0	0	0	Media/Scripts/Game/g1008/res/sound/props/boomSignal	3.0			起床-信号弹爆开
9024	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/buttonClick2	1.0			起床-收到信号
9030	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/selfBedBreak	1.0			起床-床被拆通告
9031	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/breakOtherBed	1.0			起床-拆敌方床通告
9032	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/teamMateKillOther	1.2			起床-我方击杀播报
9033	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/otherKillTeamMate	0.8			起床-我方被杀播报
9034	0	0	0	Media/Scripts/Game/g1008/res/sound/ui/otherKillTeamMate	0.0			起床-敌方被杀播报
10000	1	35	10	Media/Scripts/Game/g1008/res/sound/bgm/bgm2	1.0			主题音乐1
10001	1	35	10	Media/Sound/bgm/theme_home	1.0			主题音乐2	
10002	0	0	0	Media/Sound/bgm/theme_dead	1.0			死亡	
10003	0	0	0	Media/Sound/ui/game_complete	1.0			游戏结束	可删除
10004	0	0	0	Media/Sound/ambient/plane	1.0		plane	飞机音效	
10005	1	35	10	Media/Scripts/Game/g1008/res/sound/bgm/loading	1.0			加载界面音乐
10006	1	35	10	Media/Sound/bgm/theme_snowballbattle	1.0			主题音乐	
10007	1	35	10	Media/Sound/bgm/theme_snowballbattle_waiting	1.0			等待进入音乐	
10008	1	35	10	Media/Sound/bgm/theme_zombie	1.0			主题音乐	
10009	1	35	10	Media/Sound/bgm/theme_zombie_waiting	1.0			等待进入音乐	
10010	1	0	0	Media/Sound/bgm/theme_skywar	1.0			主题音乐	
10011	1	35	10	Media/Sound/bgm/theme_skywar_waiting	1.0			等待进入音乐	
10012	1	35	10	Media/Sound/bgm/theme_TNTrun	1.0			主题音乐	
10013	1	35	10	Media/Sound/bgm/theme_sanddigger	1.0			主题音乐	
10014	1	35	10	Media/Sound/bgm/theme_sanddigger_waiting	1.0			等待进入音乐	
10015	1	35	10	Media/Sound/bgm/theme_jailbreak	1.0			主题音乐	
10016	1	35	10	Media/Sound/bgm/theme_jailbreak_waiting	1.0			等待进入音乐	
10017	1	35	10	Media/Sound/bgm/theme_hungergame	1.0			主题音乐	
10018	1	35	10	Media/Sound/bgm/theme_hungergame_waiting	1.0			等待进入音乐	
10019	1	35	10	Media/Sound/bgm/theme_hideandseek	1.0			主题音乐	
10020	1	35	10	Media/Sound/bgm/theme_hideandseek_waiting	1.0			等待进入音乐	
10021	1	35	10	Media/Sound/bgm/theme_clanwar	1.0			主题音乐	可删除
10022	1	35	10	Media/Sound/bgm/theme_murdermystery	1.0			主题音乐	
10023	0	0	0	Media/Sound/ui/game_complete_win	1.0			游戏结束，胜利	
10024	0	0	0	Media/Sound/ui/game_complete_lose	1.0			游戏结束，失败	
10025	0	0	0	Media/Sound/bgm/turntozombie	1.0			变僵尸	
10026	0	0	0	Media/Sound/random/landing	1.0			降落	
10027	0	0	0	Media/Sound/random/hit	1.0			攻击音效	需要替换
10028	0	0	0	Media/Sound/bgm/crash	1.0			塌方	TNT跑酷独有
10029	1	0	0	Media/Sound/bgm/theme_parkour	1.0			主题音乐	彩虹跑酷
10030	1	0	0	Media/Sound/bgm/theme_buildbattle	1.0			主题音乐	建筑战争
10031	1	35	10	Media/Sound/ThrowPot/theme_ThrowPot_waiting	1.0			等待进入音乐	丢锅大战
10032	1	0	0	Media/Sound/bgm/ranchers	1.0			主题音乐	农场
10033	0	0	0	Media/Sound/ui/game_complete_lose	1.0			游戏结束，平局	
10034	0	0	0	Media/Sound/bgm/chase_sneer	1.0			嘲讽音效	
10035	1	0	0	Media/Sound/bgm/bird_simulator_bg	1.0			主题音乐	小鸟模拟器
10036	1	0	0	Media/Sound/bgm/pixelgunhall	1.0			像素射击背景音乐	
10037	1	0	0	Media/Sound/bgm/pixelgunmode	1.0			像素射击游戏音乐	
10038	1	0	0	Media/Sound/ui/convert	1.0			小鸟转换	
10039	1	0	0	Media/Scripts/Game/g1008/res/sound/bgm/bedwarhall	1.0			起床大厅背景音乐
10040	1	0	0	Media/Sound/game/g1047/block_city_bgm	1.0			方块城市背景音乐	
10041	1	0	0	Media/Sound/bgm/skyblock_island	1.0			空岛生存主岛	
10042	1	0	0	Media/Sound/bgm/skyblock_pvp_mine	1.0			空岛生存矿洞	
10043	1	0	0	Media/Sound/bgm/skyblock_mine	1.0			空岛生存自动化坑	
10044	1	0	0	Media/Sound/bgm/walkingdead_bgm	1.0			行尸背景音乐	
10045	0	0	0	Media/Sound/bgm/g1055-door	1.0			锦标赛开笼	
10046	1	0	0	Media/Sound/bgm/jinbiaosai	1.0			锦标赛对战	
10047	1	0	0	Media/Scripts/Game/g1056/res/sound/g1056_waiting	1.0			游戏loading音乐
10048	1	0	0	Media/Scripts/Game/g1056/res/sound/g1057_waiting	1.0			大厅loading音乐
