Id	Icon	Type	NumText	RewardId	Meta	Num	Unnamed: 7	Unnamed: 8	Unnamed: 9
4500025	#	1	0	45	0	25	砖块	50	
4500026	#	1	0	45	0	26	砖块	52	
4500029	#	1	0	45	0	29	砖块	58	
4500031	#	1	0	45	0	31	砖块	62	
4500033	#	1	0	45	0	33	砖块	66	
4500037	#	1	0	45	0	37	砖块	74	
4500038	#	1	0	45	0	38	砖块	76	
4500045	#	1	0	45	0	45	砖块	90	
4500052	#	1	0	45	0	52	砖块	104	
4500058	#	1	0	45	0	58	砖块	116	
5700005	#	1	0	57	0	5	钻石块	36000	
11200004	#	1	0	112	0	4	地狱砖块	4096	
11200005	#	1	0	112	0	5	地狱砖块	5120	
11200006	#	1	0	112	0	6	地狱砖块	6144	
11200007	#	1	0	112	0	7	地狱砖块	7168	
11200008	#	1	0	112	0	8	地狱砖块	8192	
11200009	#	1	0	112	0	9	地狱砖块	9216	
11200010	#	1	0	112	0	10	地狱砖块	10240	
11200011	#	1	0	112	0	11	地狱砖块	11264	
11200012	#	1	0	112	0	12	地狱砖块	12288	
11200014	#	1	0	112	0	14	地狱砖块	14336	
11200015	#	1	0	112	0	15	地狱砖块	15360	
11200016	#	1	0	112	0	16	地狱砖块	16384	
11200018	#	1	0	112	0	18	地狱砖块	18432	
11200019	#	1	0	112	0	19	地狱砖块	19456	
11200022	#	1	0	112	0	22	地狱砖块	22528	
11200023	#	1	0	112	0	23	地狱砖块	23552	
11200025	#	1	0	112	0	25	地狱砖块	25600	
11200028	#	1	0	112	0	28	地狱砖块	28672	
11200034	#	1	0	112	0	34	地狱砖块	34816	
11200039	#	1	0	112	0	39	地狱砖块	39936	
11200043	#	1	0	112	0	43	地狱砖块	44032	
15500002	#	1	0	155	0	2	石英块	4	
15500003	#	1	0	155	0	3	石英块	6	
15500004	#	1	0	155	0	4	石英块	8	
15500005	#	1	0	155	0	5	石英块	10	
15500006	#	1	0	155	0	6	石英块	12	
15500007	#	1	0	155	0	7	石英块	14	
15500009	#	1	0	155	0	9	石英块	18	
15500010	#	1	0	155	0	10	石英块	20	
15500012	#	1	0	155	0	12	石英块	24	
15500013	#	1	0	155	0	13	石英块	26	
15500018	#	1	0	155	0	18	石英块	36	
15500025	#	1	0	155	0	25	石英块	50	
15500027	#	1	0	155	0	27	石英块	54	
15500029	#	1	0	155	0	29	石英块	58	
15500031	#	1	0	155	0	31	石英块	62	
15500033	#	1	0	155	0	33	石英块	66	
15500038	#	1	0	155	0	38	石英块	76	
15500040	#	1	0	155	0	40	石英块	80	
15500045	#	1	0	155	0	45	石英块	90	
15500047	#	1	0	155	0	47	石英块	94	
15500048	#	1	0	155	0	48	石英块	96	
15500049	#	1	0	155	0	49	石英块	98	
15500056	#	1	0	155	0	56	石英块	112	
15500058	#	1	0	155	0	58	石英块	116	
17100003	#	1	0	171	0	3	白色地毯	6	
17100004	#	1	0	171	0	4	白色地毯	8	
17100006	#	1	0	171	0	6	白色地毯	12	
17100007	#	1	0	171	0	7	白色地毯	14	
17100008	#	1	0	171	0	8	白色地毯	16	
17100011	#	1	0	171	0	11	白色地毯	22	
17100013	#	1	0	171	0	13	白色地毯	26	
17100015	#	1	0	171	0	15	白色地毯	30	
17100018	#	1	0	171	0	18	白色地毯	36	
17100022	#	1	0	171	0	22	白色地毯	44	
17100024	#	1	0	171	0	24	白色地毯	48	
17100031	#	1	0	171	0	31	白色地毯	62	
17100032	#	1	0	171	0	32	白色地毯	64	
17100044	#	1	0	171	0	44	白色地毯	88	
17100047	#	1	0	171	0	47	白色地毯	94	
17100050	#	1	0	171	0	50	白色地毯	100	
17100054	#	1	0	171	0	54	白色地毯	108	
17100058	#	1	0	171	0	58	白色地毯	116	
26400003	#	1	0	264	0	3	钻石	2400	
26400004	#	1	0	264	0	4	钻石	3200	
26400005	#	1	0	264	0	5	钻石	4000	
26400006	#	1	0	264	0	6	钻石	4800	
26400007	#	1	0	264	0	7	钻石	5600	
26400008	#	1	0	264	0	8	钻石	6400	
26400010	#	1	0	264	0	10	钻石	8000	
26400011	#	1	0	264	0	11	钻石	8800	
26400012	#	1	0	264	0	12	钻石	9600	
26400013	#	1	0	264	0	13	钻石	10400	
26400014	#	1	0	264	0	14	钻石	11200	
26400016	#	1	0	264	0	16	钻石	12800	
26400017	#	1	0	264	0	17	钻石	13600	
26400018	#	1	0	264	0	18	钻石	14400	
26400021	#	1	0	264	0	21	钻石	16800	
26400022	#	1	0	264	0	22	钻石	17600	
26400025	#	1	0	264	0	25	钻石	20000	
26400027	#	1	0	264	0	27	钻石	21600	
26400028	#	1	0	264	0	28	钻石	22400	
26400032	#	1	0	264	0	32	钻石	25600	
26400038	#	1	0	264	0	38	钻石	30400	
26400044	#	1	0	264	0	44	钻石	35200	
26400049	#	1	0	264	0	49	钻石	39200	
26500008	#	1	0	265	0	8	铁锭	512	
26500012	#	1	0	265	0	12	铁锭	768	
26500018	#	1	0	265	0	18	铁锭	1152	
26500021	#	1	0	265	0	21	铁锭	1344	
26500025	#	1	0	265	0	25	铁锭	1600	
26500033	#	1	0	265	0	33	铁锭	2112	
26500038	#	1	0	265	0	38	铁锭	2432	
26500045	#	1	0	265	0	45	铁锭	2880	
26500053	#	1	0	265	0	53	铁锭	3392	
26500064	#	1	0	265	0	64	铁锭	4096	
26600001	#	1	0	266	0	1	金锭	384	
26600002	#	1	0	266	0	2	金锭	768	
26600003	#	1	0	266	0	3	金锭	1152	
26600004	#	1	0	266	0	4	金锭	1536	
26600005	#	1	0	266	0	5	金锭	1920	
26600006	#	1	0	266	0	6	金锭	2304	
26600007	#	1	0	266	0	7	金锭	2688	
26600008	#	1	0	266	0	8	金锭	3072	
26600010	#	1	0	266	0	10	金锭	3840	
26600011	#	1	0	266	0	11	金锭	4224	
26600015	#	1	0	266	0	15	金锭	5760	
26600021	#	1	0	266	0	21	金锭	8064	
26600022	#	1	0	266	0	22	金锭	8448	
26600024	#	1	0	266	0	24	金锭	9216	
26600026	#	1	0	266	0	26	金锭	9984	
26600028	#	1	0	266	0	28	金锭	10752	
26600031	#	1	0	266	0	31	金锭	11904	
26600034	#	1	0	266	0	34	金锭	13056	
26600037	#	1	0	266	0	37	金锭	14208	
26600039	#	1	0	266	0	39	金锭	14976	
26600040	#	1	0	266	0	40	金锭	15360	
26600041	#	1	0	266	0	41	金锭	15744	
26600047	#	1	0	266	0	47	金锭	18048	
26600048	#	1	0	266	0	48	金锭	18432	
26600055	#	1	0	266	0	55	金锭	21120	
26600057	#	1	0	266	0	57	金锭	21888	
26600058	#	1	0	266	0	58	金锭	22272	
26600061	#	1	0	266	0	61	金锭	23424	
35100005	set:skyblock_item.json image:black_dye	1	0	351	0	5	墨囊	10	
35100006	set:skyblock_item.json image:black_dye	1	0	351	0	6	墨囊	12	
35100007	set:skyblock_item.json image:black_dye	1	0	351	0	7	墨囊	14	
35100008	set:skyblock_item.json image:black_dye	1	0	351	0	8	墨囊	16	
35100009	set:skyblock_item.json image:black_dye	1	0	351	0	9	墨囊	18	
35100010	set:skyblock_item.json image:black_dye	1	0	351	0	10	墨囊	20	
35100012	set:skyblock_item.json image:black_dye	1	0	351	0	12	墨囊	24	
35100014	set:skyblock_item.json image:black_dye	1	0	351	0	14	墨囊	28	
35100015	set:skyblock_item.json image:black_dye	1	0	351	0	15	墨囊	30	
35100016	set:skyblock_item.json image:black_dye	1	0	351	0	16	墨囊	32	
35100018	set:skyblock_item.json image:black_dye	1	0	351	0	18	墨囊	36	
35100021	set:skyblock_item.json image:black_dye	1	0	351	0	21	墨囊	42	
35100024	set:skyblock_item.json image:black_dye	1	0	351	0	24	墨囊	48	
35100027	set:skyblock_item.json image:black_dye	1	0	351	0	27	墨囊	54	
35100105	set:skyblock_item.json image:red_dye	1	0	351	1	5	红色染料	10	
35100106	set:skyblock_item.json image:red_dye	1	0	351	1	6	红色染料	12	
35100107	set:skyblock_item.json image:red_dye	1	0	351	1	7	红色染料	14	
35100108	set:skyblock_item.json image:red_dye	1	0	351	1	8	红色染料	16	
35100109	set:skyblock_item.json image:red_dye	1	0	351	1	9	红色染料	18	
35100110	set:skyblock_item.json image:red_dye	1	0	351	1	10	红色染料	20	
35100112	set:skyblock_item.json image:red_dye	1	0	351	1	12	红色染料	24	
35100114	set:skyblock_item.json image:red_dye	1	0	351	1	14	红色染料	28	
35100115	set:skyblock_item.json image:red_dye	1	0	351	1	15	红色染料	30	
35100116	set:skyblock_item.json image:red_dye	1	0	351	1	16	红色染料	32	
35100118	set:skyblock_item.json image:red_dye	1	0	351	1	18	红色染料	36	
35100121	set:skyblock_item.json image:red_dye	1	0	351	1	21	红色染料	42	
35100124	set:skyblock_item.json image:red_dye	1	0	351	1	24	红色染料	48	
35100127	set:skyblock_item.json image:red_dye	1	0	351	1	27	红色染料	54	
35100205	set:skyblock_item.json image:green_dye	1	0	351	2	5	绿色染料	10	
35100206	set:skyblock_item.json image:green_dye	1	0	351	2	6	绿色染料	12	
35100207	set:skyblock_item.json image:green_dye	1	0	351	2	7	绿色染料	14	
35100208	set:skyblock_item.json image:green_dye	1	0	351	2	8	绿色染料	16	
35100209	set:skyblock_item.json image:green_dye	1	0	351	2	9	绿色染料	18	
35100210	set:skyblock_item.json image:green_dye	1	0	351	2	10	绿色染料	20	
35100212	set:skyblock_item.json image:green_dye	1	0	351	2	12	绿色染料	24	
35100214	set:skyblock_item.json image:green_dye	1	0	351	2	14	绿色染料	28	
35100215	set:skyblock_item.json image:green_dye	1	0	351	2	15	绿色染料	30	
35100216	set:skyblock_item.json image:green_dye	1	0	351	2	16	绿色染料	32	
35100218	set:skyblock_item.json image:green_dye	1	0	351	2	18	绿色染料	36	
35100221	set:skyblock_item.json image:green_dye	1	0	351	2	21	绿色染料	42	
35100224	set:skyblock_item.json image:green_dye	1	0	351	2	24	绿色染料	48	
35100227	set:skyblock_item.json image:green_dye	1	0	351	2	27	绿色染料	54	
35100305	set:skyblock_item.json image:coco_dye	1	0	351	3	5	可可豆	10	
35100306	set:skyblock_item.json image:coco_dye	1	0	351	3	6	可可豆	12	
35100307	set:skyblock_item.json image:coco_dye	1	0	351	3	7	可可豆	14	
35100308	set:skyblock_item.json image:coco_dye	1	0	351	3	8	可可豆	16	
35100309	set:skyblock_item.json image:coco_dye	1	0	351	3	9	可可豆	18	
35100310	set:skyblock_item.json image:coco_dye	1	0	351	3	10	可可豆	20	
35100312	set:skyblock_item.json image:coco_dye	1	0	351	3	12	可可豆	24	
35100314	set:skyblock_item.json image:coco_dye	1	0	351	3	14	可可豆	28	
35100315	set:skyblock_item.json image:coco_dye	1	0	351	3	15	可可豆	30	
35100316	set:skyblock_item.json image:coco_dye	1	0	351	3	16	可可豆	32	
35100318	set:skyblock_item.json image:coco_dye	1	0	351	3	18	可可豆	36	
35100321	set:skyblock_item.json image:coco_dye	1	0	351	3	21	可可豆	42	
35100324	set:skyblock_item.json image:coco_dye	1	0	351	3	24	可可豆	48	
35100327	set:skyblock_item.json image:coco_dye	1	0	351	3	27	可可豆	54	
35100405	set:skyblock_item.json image:lazuli_dye	1	0	351	4	5	青金石	10	
35100406	set:skyblock_item.json image:lazuli_dye	1	0	351	4	6	青金石	12	
35100407	set:skyblock_item.json image:lazuli_dye	1	0	351	4	7	青金石	14	
35100408	set:skyblock_item.json image:lazuli_dye	1	0	351	4	8	青金石	16	
35100409	set:skyblock_item.json image:lazuli_dye	1	0	351	4	9	青金石	18	
35100410	set:skyblock_item.json image:lazuli_dye	1	0	351	4	10	青金石	20	
35100412	set:skyblock_item.json image:lazuli_dye	1	0	351	4	12	青金石	24	
35100414	set:skyblock_item.json image:lazuli_dye	1	0	351	4	14	青金石	28	
35100415	set:skyblock_item.json image:lazuli_dye	1	0	351	4	15	青金石	30	
35100416	set:skyblock_item.json image:lazuli_dye	1	0	351	4	16	青金石	32	
35100418	set:skyblock_item.json image:lazuli_dye	1	0	351	4	18	青金石	36	
35100421	set:skyblock_item.json image:lazuli_dye	1	0	351	4	21	青金石	42	
35100424	set:skyblock_item.json image:lazuli_dye	1	0	351	4	24	青金石	48	
35100427	set:skyblock_item.json image:lazuli_dye	1	0	351	4	27	青金石	54	
35100505	set:skyblock_item.json image:purple_dye	1	0	351	5	5	紫色染料	10	
35100506	set:skyblock_item.json image:purple_dye	1	0	351	5	6	紫色染料	12	
35100507	set:skyblock_item.json image:purple_dye	1	0	351	5	7	紫色染料	14	
35100508	set:skyblock_item.json image:purple_dye	1	0	351	5	8	紫色染料	16	
35100509	set:skyblock_item.json image:purple_dye	1	0	351	5	9	紫色染料	18	
35100510	set:skyblock_item.json image:purple_dye	1	0	351	5	10	紫色染料	20	
35100512	set:skyblock_item.json image:purple_dye	1	0	351	5	12	紫色染料	24	
35100514	set:skyblock_item.json image:purple_dye	1	0	351	5	14	紫色染料	28	
35100515	set:skyblock_item.json image:purple_dye	1	0	351	5	15	紫色染料	30	
35100516	set:skyblock_item.json image:purple_dye	1	0	351	5	16	紫色染料	32	
35100518	set:skyblock_item.json image:purple_dye	1	0	351	5	18	紫色染料	36	
35100521	set:skyblock_item.json image:purple_dye	1	0	351	5	21	紫色染料	42	
35100524	set:skyblock_item.json image:purple_dye	1	0	351	5	24	紫色染料	48	
35100527	set:skyblock_item.json image:purple_dye	1	0	351	5	27	紫色染料	54	
35100605	set:skyblock_item.json image:cyan_dye	1	0	351	6	5	青色染料	10	
35100606	set:skyblock_item.json image:cyan_dye	1	0	351	6	6	青色染料	12	
35100607	set:skyblock_item.json image:cyan_dye	1	0	351	6	7	青色染料	14	
35100608	set:skyblock_item.json image:cyan_dye	1	0	351	6	8	青色染料	16	
35100609	set:skyblock_item.json image:cyan_dye	1	0	351	6	9	青色染料	18	
35100610	set:skyblock_item.json image:cyan_dye	1	0	351	6	10	青色染料	20	
35100612	set:skyblock_item.json image:cyan_dye	1	0	351	6	12	青色染料	24	
35100614	set:skyblock_item.json image:cyan_dye	1	0	351	6	14	青色染料	28	
35100615	set:skyblock_item.json image:cyan_dye	1	0	351	6	15	青色染料	30	
35100616	set:skyblock_item.json image:cyan_dye	1	0	351	6	16	青色染料	32	
35100618	set:skyblock_item.json image:cyan_dye	1	0	351	6	18	青色染料	36	
35100621	set:skyblock_item.json image:cyan_dye	1	0	351	6	21	青色染料	42	
35100624	set:skyblock_item.json image:cyan_dye	1	0	351	6	24	青色染料	48	
35100627	set:skyblock_item.json image:cyan_dye	1	0	351	6	27	青色染料	54	
35100705	set:skyblock_item.json image:lightGray_dye	1	0	351	7	5	淡灰色染料	10	
35100706	set:skyblock_item.json image:lightGray_dye	1	0	351	7	6	淡灰色染料	12	
35100707	set:skyblock_item.json image:lightGray_dye	1	0	351	7	7	淡灰色染料	14	
35100708	set:skyblock_item.json image:lightGray_dye	1	0	351	7	8	淡灰色染料	16	
35100709	set:skyblock_item.json image:lightGray_dye	1	0	351	7	9	淡灰色染料	18	
35100710	set:skyblock_item.json image:lightGray_dye	1	0	351	7	10	淡灰色染料	20	
35100712	set:skyblock_item.json image:lightGray_dye	1	0	351	7	12	淡灰色染料	24	
35100714	set:skyblock_item.json image:lightGray_dye	1	0	351	7	14	淡灰色染料	28	
35100715	set:skyblock_item.json image:lightGray_dye	1	0	351	7	15	淡灰色染料	30	
35100716	set:skyblock_item.json image:lightGray_dye	1	0	351	7	16	淡灰色染料	32	
35100718	set:skyblock_item.json image:lightGray_dye	1	0	351	7	18	淡灰色染料	36	
35100721	set:skyblock_item.json image:lightGray_dye	1	0	351	7	21	淡灰色染料	42	
35100724	set:skyblock_item.json image:lightGray_dye	1	0	351	7	24	淡灰色染料	48	
35100727	set:skyblock_item.json image:lightGray_dye	1	0	351	7	27	淡灰色染料	54	
35100805	set:skyblock_item.json image:gray_dye	1	0	351	8	5	灰色染料	10	
35100806	set:skyblock_item.json image:gray_dye	1	0	351	8	6	灰色染料	12	
35100807	set:skyblock_item.json image:gray_dye	1	0	351	8	7	灰色染料	14	
35100808	set:skyblock_item.json image:gray_dye	1	0	351	8	8	灰色染料	16	
35100809	set:skyblock_item.json image:gray_dye	1	0	351	8	9	灰色染料	18	
35100810	set:skyblock_item.json image:gray_dye	1	0	351	8	10	灰色染料	20	
35100812	set:skyblock_item.json image:gray_dye	1	0	351	8	12	灰色染料	24	
35100814	set:skyblock_item.json image:gray_dye	1	0	351	8	14	灰色染料	28	
35100815	set:skyblock_item.json image:gray_dye	1	0	351	8	15	灰色染料	30	
35100816	set:skyblock_item.json image:gray_dye	1	0	351	8	16	灰色染料	32	
35100818	set:skyblock_item.json image:gray_dye	1	0	351	8	18	灰色染料	36	
35100821	set:skyblock_item.json image:gray_dye	1	0	351	8	21	灰色染料	42	
35100824	set:skyblock_item.json image:gray_dye	1	0	351	8	24	灰色染料	48	
35100827	set:skyblock_item.json image:gray_dye	1	0	351	8	27	灰色染料	54	
35100905	set:skyblock_item.json image:pink_dye	1	0	351	9	5	粉红色染料	10	
35100906	set:skyblock_item.json image:pink_dye	1	0	351	9	6	粉红色染料	12	
35100907	set:skyblock_item.json image:pink_dye	1	0	351	9	7	粉红色染料	14	
35100908	set:skyblock_item.json image:pink_dye	1	0	351	9	8	粉红色染料	16	
35100909	set:skyblock_item.json image:pink_dye	1	0	351	9	9	粉红色染料	18	
35100910	set:skyblock_item.json image:pink_dye	1	0	351	9	10	粉红色染料	20	
35100912	set:skyblock_item.json image:pink_dye	1	0	351	9	12	粉红色染料	24	
35100914	set:skyblock_item.json image:pink_dye	1	0	351	9	14	粉红色染料	28	
35100915	set:skyblock_item.json image:pink_dye	1	0	351	9	15	粉红色染料	30	
35100916	set:skyblock_item.json image:pink_dye	1	0	351	9	16	粉红色染料	32	
35100918	set:skyblock_item.json image:pink_dye	1	0	351	9	18	粉红色染料	36	
35100921	set:skyblock_item.json image:pink_dye	1	0	351	9	21	粉红色染料	42	
35100924	set:skyblock_item.json image:pink_dye	1	0	351	9	24	粉红色染料	48	
35100927	set:skyblock_item.json image:pink_dye	1	0	351	9	27	粉红色染料	54	
35101005	set:skyblock_item.json image:lime_dye	1	0	351	10	5	黄绿色染料	10	
35101006	set:skyblock_item.json image:lime_dye	1	0	351	10	6	黄绿色染料	12	
35101007	set:skyblock_item.json image:lime_dye	1	0	351	10	7	黄绿色染料	14	
35101008	set:skyblock_item.json image:lime_dye	1	0	351	10	8	黄绿色染料	16	
35101009	set:skyblock_item.json image:lime_dye	1	0	351	10	9	黄绿色染料	18	
35101010	set:skyblock_item.json image:lime_dye	1	0	351	10	10	黄绿色染料	20	
35101012	set:skyblock_item.json image:lime_dye	1	0	351	10	12	黄绿色染料	24	
35101014	set:skyblock_item.json image:lime_dye	1	0	351	10	14	黄绿色染料	28	
35101015	set:skyblock_item.json image:lime_dye	1	0	351	10	15	黄绿色染料	30	
35101016	set:skyblock_item.json image:lime_dye	1	0	351	10	16	黄绿色染料	32	
35101018	set:skyblock_item.json image:lime_dye	1	0	351	10	18	黄绿色染料	36	
35101021	set:skyblock_item.json image:lime_dye	1	0	351	10	21	黄绿色染料	42	
35101024	set:skyblock_item.json image:lime_dye	1	0	351	10	24	黄绿色染料	48	
35101027	set:skyblock_item.json image:lime_dye	1	0	351	10	27	黄绿色染料	54	
35101105	set:skyblock_item.json image:yellow_dye	1	0	351	11	5	黄色染料	10	
35101106	set:skyblock_item.json image:yellow_dye	1	0	351	11	6	黄色染料	12	
35101107	set:skyblock_item.json image:yellow_dye	1	0	351	11	7	黄色染料	14	
35101108	set:skyblock_item.json image:yellow_dye	1	0	351	11	8	黄色染料	16	
35101109	set:skyblock_item.json image:yellow_dye	1	0	351	11	9	黄色染料	18	
35101110	set:skyblock_item.json image:yellow_dye	1	0	351	11	10	黄色染料	20	
35101112	set:skyblock_item.json image:yellow_dye	1	0	351	11	12	黄色染料	24	
35101114	set:skyblock_item.json image:yellow_dye	1	0	351	11	14	黄色染料	28	
35101115	set:skyblock_item.json image:yellow_dye	1	0	351	11	15	黄色染料	30	
35101116	set:skyblock_item.json image:yellow_dye	1	0	351	11	16	黄色染料	32	
35101118	set:skyblock_item.json image:yellow_dye	1	0	351	11	18	黄色染料	36	
35101121	set:skyblock_item.json image:yellow_dye	1	0	351	11	21	黄色染料	42	
35101124	set:skyblock_item.json image:yellow_dye	1	0	351	11	24	黄色染料	48	
35101127	set:skyblock_item.json image:yellow_dye	1	0	351	11	27	黄色染料	54	
35101205	set:skyblock_item.json image:light_blue	1	0	351	12	5	淡蓝色染料	10	
35101206	set:skyblock_item.json image:light_blue	1	0	351	12	6	淡蓝色染料	12	
35101207	set:skyblock_item.json image:light_blue	1	0	351	12	7	淡蓝色染料	14	
35101208	set:skyblock_item.json image:light_blue	1	0	351	12	8	淡蓝色染料	16	
35101209	set:skyblock_item.json image:light_blue	1	0	351	12	9	淡蓝色染料	18	
35101210	set:skyblock_item.json image:light_blue	1	0	351	12	10	淡蓝色染料	20	
35101212	set:skyblock_item.json image:light_blue	1	0	351	12	12	淡蓝色染料	24	
35101214	set:skyblock_item.json image:light_blue	1	0	351	12	14	淡蓝色染料	28	
