index	blockId	face	type	animType	speed
69	1812	left	left	0	0
70	1812	right	right	0	0
71	1812	front	front	1	500
72	1812	back	back	0	0
73	1813	top	top	0	0
74	1813	bottom	bottom	0	0
75	1813	left	left	0	0
76	1813	right	right	0	0
77	1813	front	front	1	500
78	1813	back	back	0	0
79	1814	top	top	0	0
80	1814	bottom	bottom	0	0
81	1814	left	left	0	0
82	1814	right	right	0	0
83	1814	front	front	0	0
84	1814	back	back	0	0
85	1815	top	top	0	0
86	1815	bottom	bottom	0	0
87	1815	left	left	0	0
88	1815	right	right	0	0
89	1815	front	front	0	0
90	1815	back	back	0	0
91	1816	top	top	0	0
92	1816	bottom	bottom	0	0
93	1816	left	left	0	0
94	1816	right	right	0	0
95	1816	front	front	0	0
96	1816	back	back	0	0
97	1817	top	top	0	0
98	1817	bottom	bottom	0	0
99	1817	left	left	0	0
100	1817	right	right	0	0
101	1817	front	front	0	0
102	1817	back	back	0	0
103	1818	top	top	0	0
104	1818	bottom	bottom	0	0
105	1818	left	left	0	0
106	1818	right	right	0	0
107	1818	front	front	0	0
108	1818	back	back	0	0
109	1819	top	top	0	0
110	1819	bottom	bottom	0	0
111	1819	left	left	0	0
112	1819	right	right	0	0
113	1819	front	front	0	0
114	1819	back	back	0	0
115	1820	top	top	0	0
116	1820	bottom	bottom	0	0
117	1820	left	left	0	0
118	1820	right	right	0	0
119	1820	front	front	0	0
120	1820	back	back	0	0
121	1821	top	top	0	0
122	1821	bottom	bottom	0	0
123	1821	left	left	0	0
124	1821	right	right	0	0
125	1821	front	front	0	0
126	1821	back	back	0	0
127	1822	top	top	0	0
128	1822	bottom	bottom	0	0
129	1822	left	left	0	0
130	1822	right	right	0	0
131	1822	front	front	0	0
132	1822	back	back	0	0
133	1823	top	top	0	0
134	1823	bottom	bottom	0	0
135	1823	left	left	0	0
136	1823	right	right	0	0
137	1823	front	front	0	0
138	1823	back	back	0	0
139	1824	top	top	0	0
140	1824	bottom	bottom	0	0
141	1824	left	left	0	0
142	1824	right	right	0	0
143	1824	front	front	0	0
144	1824	back	back	0	0
145	1825	top	top	0	0
146	1825	bottom	bottom	0	0
147	1825	left	left	0	0
148	1825	right	right	0	0
149	1825	front	front	0	0
150	1825	back	back	0	0
151	1826	top	top	0	0
152	1826	bottom	bottom	0	0
153	1826	left	left	0	0
154	1826	right	right	0	0
155	1826	front	front	0	0
156	1826	back	back	0	0
157	1827	top	top	0	0
158	1827	bottom	bottom	0	0
159	1827	left	left	0	0
160	1827	right	right	0	0
161	1827	front	front	0	0
162	1827	back	back	0	0
163	1828	top	top	0	0
164	1828	bottom	bottom	0	0
165	1828	left	left	0	0
166	1828	right	right	0	0
167	1828	front	front	0	0
168	1828	back	back	0	0
169	1829	top	top	0	0
170	1829	bottom	bottom	0	0
171	1829	left	left	0	0
172	1829	right	right	0	0
173	1829	front	front	0	0
174	1829	back	back	0	0
175	1830	top	top	0	0
176	1830	bottom	bottom	0	0
177	1830	left	left	0	0
178	1830	right	right	0	0
179	1830	front	front	0	0
180	1830	back	back	0	0
181	1831	top	blue	0	0
182	1831	bottom	blue	0	0
183	1831	left	blue	0	0
184	1831	right	blue	0	0
185	1831	front	blue	0	0
186	1831	back	blue	0	0
187	1832	top	top	0	0
188	1832	bottom	bottom	0	0
189	1832	left	left	0	0
190	1832	right	right	0	0
191	1832	front	front	0	0
192	1832	back	back	0	0
193	1833	top	top	0	0
194	1833	bottom	bottom	0	0
195	1833	left	left	0	0
196	1833	right	right	0	0
197	1833	front	front	0	0
198	1833	back	back	0	0
199	1834	top	top	0	0
200	1834	bottom	bottom	0	0
201	1834	left	left	0	0
202	1834	right	right	0	0
203	1834	front	front	0	0
204	1834	back	back	0	0
205	1835	top	top	0	0
206	1835	bottom	bottom	0	0
207	1835	left	left	0	0
208	1835	right	right	0	0
209	1835	front	front	0	0
210	1835	back	back	0	0
211	1836	top	top	4	-100
212	1836	bottom	bottom	4	-100
213	1836	left	left	2	-100
214	1836	right	right	2	-100
215	1836	front	front	2	-100
216	1836	back	back	2	-100
217	1837	top	top	0	0
218	1837	bottom	bottom	0	0
219	1837	left	left	0	0
220	1837	right	right	0	0
221	1837	front	front	1	500
222	1837	back	back	0	0
223	1838	top	top	0	0
224	1838	bottom	bottom	0	0
225	1838	left	left	1	700
226	1838	right	right	1	700
227	1838	front	front	1	700
228	1838	back	back	1	700
229	1839	top	top	0	0
230	1839	bottom	bottom	0	0
231	1839	left	left	0	0
232	1839	right	right	0	0
233	1839	front	front	1	200
234	1839	back	back	0	0
235	1840	top	top	0	0
236	1840	bottom	bottom	0	0
237	1840	left	left	0	0
238	1840	right	right	0	0
239	1840	front	front	0	0
240	1840	back	back	0	0
241	1841	top	top	0	0
242	1841	bottom	bottom	0	0
243	1841	left	left	0	0
244	1841	right	right	0	0
245	1841	front	front	0	0
246	1841	back	back	0	0
247	1842	top	top	0	0
248	1842	bottom	bottom	0	0
249	1842	left	left	0	0
250	1842	right	right	0	0
251	1842	front	front	0	0
252	1842	back	back	0	0
253	1843	top	top	0	0
254	1843	bottom	bottom	0	0
255	1843	left	left	0	0
256	1843	right	right	0	0
257	1843	front	front	0	0
258	1843	back	back	0	0
259	1844	top	top	0	0
260	1844	bottom	bottom	0	0
261	1844	left	left	0	0
262	1844	right	right	0	0
263	1844	front	front	0	0
264	1844	back	back	0	0
265	1845	top	top	0	0
266	1845	bottom	bottom	0	0
267	1845	left	left	0	0
268	1845	right	right	0	0
269	1845	front	front	0	0
270	1845	back	back	0	0
271	1846	top	top	0	0
272	1846	bottom	bottom	0	0
273	1846	left	left	0	0
274	1846	right	right	0	0
275	1846	front	front	0	0
276	1846	back	back	0	0
277	1847	top	top	0	0
278	1847	bottom	bottom	0	0
279	1847	left	left	0	0
280	1847	right	right	0	0
281	1847	front	front	0	0
282	1847	back	back	0	0
283	1848	top	top	0	0
284	1848	bottom	bottom	0	0
285	1848	left	left	0	0
286	1848	right	right	0	0
287	1848	front	front	0	0
288	1848	back	back	0	0
289	1849	top	top	0	0
290	1849	bottom	bottom	0	0
291	1849	left	left	0	0
292	1849	right	right	0	0
293	1849	front	front	0	0
294	1849	back	back	0	0
295	1850	top	top	0	0
296	1850	bottom	bottom	0	0
297	1850	left	left	0	0
298	1850	right	right	0	0
299	1850	front	front	0	0
300	1850	back	back	0	0
301	1851	top	top	0	0
302	1851	bottom	bottom	0	0
303	1851	left	left	0	0
304	1851	right	right	0	0
305	1851	front	front	0	0
306	1851	back	back	0	0
307	1852	top	top	0	0
308	1852	bottom	bottom	0	0
309	1852	left	left	0	0
310	1852	right	right	0	0
311	1852	front	front	0	0
312	1852	back	back	0	0
313	1853	top	top	0	0
314	1853	bottom	bottom	0	0
315	1853	left	left	0	0
316	1853	right	right	0	0
317	1853	front	front	0	0
318	1853	back	back	0	0
319	1854	top	top	0	0
320	1854	bottom	bottom	0	0
321	1854	left	left	0	0
322	1854	right	right	0	0
323	1854	front	front	0	0
324	1854	back	back	0	0
325	1855	top	top	0	0
326	1855	bottom	bottom	0	0
327	1855	left	left	0	0
328	1855	right	right	0	0
329	1855	front	front	0	0
330	1855	back	back	0	0
331	1856	top	blue	0	0
332	1856	bottom	blue	0	0
333	1856	left	blue	0	0
334	1856	right	blue	0	0
335	1856	front	blue	0	0
336	1856	back	blue	0	0
337	1857	top	top	0	0
338	1857	bottom	bottom	0	0
339	1857	left	left	0	0
340	1857	right	right	0	0
341	1857	front	front	0	0
342	1857	back	back	0	0
343	1858	top	top	0	0
344	1858	bottom	bottom	0	0
345	1858	left	left	0	0
346	1858	right	right	0	0
347	1858	front	front	0	0
348	1858	back	back	0	0
349	1859	top	top	0	0
350	1859	bottom	bottom	0	0
351	1859	left	left	0	0
352	1859	right	right	0	0
353	1859	front	front	0	0
354	1859	back	back	0	0
355	1860	top	top	0	0
356	1860	bottom	bottom	0	0
357	1860	left	left	0	0
358	1860	right	right	0	0
359	1860	front	front	0	0
360	1860	back	back	0	0
361	1861	top	top	4	-100
362	1861	bottom	bottom	4	-100
363	1861	left	left	2	-100
364	1861	right	right	2	-100
365	1861	front	front	2	-100
366	1861	back	back	2	-100
367	1862	top	top	0	0
368	1862	bottom	bottom	0	0
369	1862	left	left	0	0
370	1862	right	right	0	0
371	1862	front	front	1	500
372	1862	back	back	0	0
373	1863	top	top	1	200
374	1863	bottom	bottom	0	0
375	1863	left	left	1	200
376	1863	right	right	1	200
377	1863	front	front	1	200
378	1863	back	back	1	200
379	1864	top	top	0	0
380	1864	bottom	bottom	0	0
381	1864	left	left	1	200
382	1864	right	right	1	200
383	1864	front	front	1	200
384	1864	back	back	1	200
385	1865	top	top	0	0
386	1865	bottom	bottom	0	0
387	1865	left	left	0	0
388	1865	right	right	0	0
389	1865	front	front	0	0
390	1865	back	back	0	0
391	1866	top	top	0	0
392	1866	bottom	bottom	0	0
393	1866	left	left	0	0
394	1866	right	right	0	0
395	1866	front	front	0	0
396	1866	back	back	0	0
397	1867	top	top	0	0
398	1867	bottom	bottom	0	0
399	1867	left	left	0	0
400	1867	right	right	0	0
401	1867	front	front	0	0
402	1867	back	back	0	0
403	1868	top	top	0	0
404	1868	bottom	bottom	0	0
405	1868	left	left	0	0
406	1868	right	right	0	0
407	1868	front	front	0	0
408	1868	back	back	0	0
409	1869	top	top	0	0
410	1869	bottom	bottom	0	0
411	1869	left	left	0	0
412	1869	right	right	0	0
413	1869	front	front	0	0
414	1869	back	back	0	0
415	1870	top	top	0	0
416	1870	bottom	bottom	0	0
417	1870	left	left	0	0
418	1870	right	right	0	0
419	1870	front	front	0	0
420	1870	back	back	0	0
421	1871	top	top	0	0
422	1871	bottom	bottom	0	0
423	1871	left	left	0	0
424	1871	right	right	0	0
425	1871	front	front	0	0
426	1871	back	back	0	0
427	1872	top	top	0	0
428	1872	bottom	bottom	0	0
429	1872	left	left	0	0
430	1872	right	right	0	0
431	1872	front	front	0	0
432	1872	back	back	0	0
433	1873	top	top	0	0
434	1873	bottom	bottom	0	0
435	1873	left	left	0	0
436	1873	right	right	0	0
437	1873	front	front	0	0
438	1873	back	back	0	0
439	1874	top	top	0	0
440	1874	bottom	bottom	0	0
441	1874	left	left	0	0
442	1874	right	right	0	0
443	1874	front	front	0	0
444	1874	back	back	0	0
445	1875	top	top	0	0
446	1875	bottom	bottom	0	0
447	1875	left	left	0	0
448	1875	right	right	0	0
449	1875	front	front	0	0
450	1875	back	back	0	0
451	1876	top	top	0	0
452	1876	bottom	bottom	0	0
453	1876	left	left	0	0
454	1876	right	right	0	0
455	1876	front	front	0	0
456	1876	back	back	0	0
457	1877	top	top	0	0
458	1877	bottom	bottom	0	0
459	1877	left	left	0	0
460	1877	right	right	0	0
461	1877	front	front	0	0
462	1877	back	back	0	0
463	1878	top	top	0	0
464	1878	bottom	bottom	0	0
465	1878	left	left	0	0
466	1878	right	right	0	0
467	1878	front	front	0	0
468	1878	back	back	0	0
469	1879	top	top	0	0
470	1879	bottom	bottom	0	0
471	1879	left	left	0	0
472	1879	right	right	0	0
473	1879	front	front	0	0
474	1879	back	back	0	0
475	1880	top	top	0	0
476	1880	bottom	bottom	0	0
477	1880	left	left	0	0
478	1880	right	right	0	0
479	1880	front	front	0	0
480	1880	back	back	0	0
481	1881	top	blue	0	0
482	1881	bottom	blue	0	0
483	1881	left	blue	0	0
484	1881	right	blue	0	0
485	1881	front	blue	0	0
486	1881	back	blue	0	0
487	1882	top	top	0	0
488	1882	bottom	bottom	0	0
489	1882	left	left	0	0
490	1882	right	right	0	0
491	1882	front	front	0	0
492	1882	back	back	0	0
493	1883	top	top	0	0
494	1883	bottom	bottom	0	0
495	1883	left	left	0	0
496	1883	right	right	0	0
497	1883	front	front	0	0
498	1883	back	back	0	0
499	1884	top	top	0	0
500	1884	bottom	bottom	0	0
501	1884	left	left	0	0
502	1884	right	right	0	0
503	1884	front	front	0	0
504	1884	back	back	0	0
505	1885	top	top	0	0
506	1885	bottom	bottom	0	0
507	1885	left	left	0	0
508	1885	right	right	0	0
509	1885	front	front	0	0
510	1885	back	back	0	0
511	1886	top	top	4	-100
512	1886	bottom	bottom	1	-100
513	1886	left	left	2	-100
514	1886	right	right	2	-100
515	1886	front	front	2	-100
516	1886	back	back	2	-100
517	1887	top	top	0	0
518	1887	bottom	bottom	0	0
519	1887	left	left	0	0
520	1887	right	right	0	0
521	1887	front	front	1	500
522	1887	back	back	0	0
523	1888	top	top	0	0
524	1888	bottom	bottom	0	0
525	1888	left	left	0	0
526	1888	right	right	0	0
527	1888	front	front	1	600
528	1888	back	back	0	0
529	1889	top	top	4	-100
530	1889	bottom	bottom	4	-100
531	1889	left	left	2	-100
532	1889	right	right	2	-100
533	1889	front	front	2	-100
534	1889	back	back	2	-100
535	1890	top	top	0	0
536	1890	bottom	bottom	0	0
537	1890	left	left	0	0
538	1890	right	right	0	0
539	1890	front	front	0	0
540	1890	back	back	0	0
541	1891	top	top	0	0
542	1891	bottom	bottom	0	0
543	1891	left	left	0	0
544	1891	right	right	0	0
545	1891	front	front	0	0
546	1891	back	back	0	0
547	1892	top	top	0	0
548	1892	bottom	bottom	0	0
549	1892	left	left	0	0
550	1892	right	right	0	0
551	1892	front	front	0	0
552	1892	back	back	0	0
553	1893	top	top	0	0
554	1893	bottom	bottom	0	0
555	1893	left	left	0	0
556	1893	right	right	0	0
557	1893	front	front	0	0
558	1893	back	back	0	0
559	1894	top	top	0	0
560	1894	bottom	bottom	0	0
561	1894	left	left	0	0
562	1894	right	right	0	0
563	1894	front	front	0	0
564	1894	back	back	0	0
565	1895	top	top	0	0
566	1895	bottom	bottom	0	0
567	1895	left	left	0	0
568	1895	right	right	0	0
569	1895	front	front	0	0
570	1895	back	back	0	0
571	1896	top	top	0	0
572	1896	bottom	bottom	0	0
573	1896	left	left	0	0
574	1896	right	right	0	0
575	1896	front	front	0	0
576	1896	back	back	0	0
577	1897	top	top	0	0
578	1897	bottom	bottom	0	0
579	1897	left	left	0	0
580	1897	right	right	0	0
581	1897	front	front	0	0
582	1897	back	back	0	0
583	1898	top	top	0	0
584	1898	bottom	bottom	0	0
585	1898	left	left	0	0
586	1898	right	right	0	0
587	1898	front	front	0	0
588	1898	back	back	0	0
589	1899	top	top	0	0
590	1899	bottom	bottom	0	0
591	1899	left	left	0	0
592	1899	right	right	0	0
593	1899	front	front	0	0
594	1899	back	back	0	0
595	1900	top	top	0	0
596	1900	bottom	bottom	0	0
597	1900	left	left	0	0
598	1900	right	right	0	0
599	1900	front	front	0	0
600	1900	back	back	0	0
601	3001	top	blue	0	0
602	3001	bottom	blue	0	0
603	3001	left	blue	0	0
604	3001	right	blue	0	0
605	3001	front	blue	0	0
606	3001	back	blue	0	0
607	3002	top	blue	0	0
608	3002	bottom	blue	0	0
609	3002	left	blue	0	0
610	3002	right	blue	0	0
611	3002	front	blue	0	0
612	3002	back	blue	0	0
613	3003	top	blue	0	0
614	3003	bottom	blue	0	0
615	3003	left	blue	0	0
616	3003	right	blue	0	0
617	3003	front	blue	0	0
618	3003	back	blue	0	0
619	3004	top	blue	0	0
620	3004	bottom	blue	0	0
621	3004	left	blue	0	0
622	3004	right	blue	0	0
623	3004	front	blue	0	0
624	3004	back	blue	0	0
625	3005	top	blue	0	0
626	3005	bottom	blue	0	0
627	3005	left	blue	0	0
628	3005	right	blue	0	0
629	3005	front	blue	0	0
630	3005	back	blue	0	0
631	3006	top	blue	0	0
632	3006	bottom	blue	0	0
633	3006	left	blue	0	0
634	3006	right	blue	0	0
635	3006	front	blue	0	0
636	3006	back	blue	0	0
637	3007	top	blue	0	0
638	3007	bottom	blue	0	0
639	3007	left	blue	0	0
640	3007	right	blue	0	0
641	3007	front	blue	0	0
642	3007	back	blue	0	0
643	3008	top	blue	0	0
644	3008	bottom	blue	0	0
645	3008	left	blue	0	0
646	3008	right	blue	0	0
647	3008	front	blue	0	0
648	3008	back	blue	0	0
